#{"t_start": 1774345005.0636501, "env_id": "None"}
r,l,t
-14.0,50,619.171648
-14.0,50,620.082399
-12.0,50,620.989434
-19.0,50,621.912431
-8.0,50,622.835184
-13.0,50,623.739961
-10.0,50,624.655197
-13.0,50,625.603619
-10.0,50,626.528149
-17.0,50,627.439781
-6.0,50,628.344458
-16.0,50,629.270107
-15.0,50,630.192275
-15.0,50,631.101521
-12.0,50,632.008046
-15.0,50,632.935274
-10.0,50,633.855332
-10.0,50,634.767326
-12.0,50,635.675715
-9.0,50,636.587841
-17.0,50,637.517448
-13.0,50,638.422852
-15.0,50,639.327466
-10.0,50,640.281777
-18.0,50,641.193036
-8.0,50,642.103957
-10.0,50,643.008756
-13.0,50,643.931997
-11.0,50,644.86055
-11.0,50,645.76956
-16.0,50,646.675721
-12.0,50,647.589275
-8.0,50,648.517296
-13.0,50,649.425859
-13.0,50,650.339083
-10.0,50,651.925809
-9.0,50,652.859047
-11.0,50,653.800677
-12.0,50,654.71643
-11.0,50,655.64249
-11.0,50,656.558996
-10.0,50,657.464375
-17.0,50,658.370028
-8.0,50,659.290221
-6.0,50,660.206949
-9.0,50,661.12125
-14.0,50,662.030279
-11.0,50,662.950125
-12.0,50,663.86233
-20.0,50,664.775988
-17.0,50,665.687997
-11.0,50,666.613835
-14.0,50,667.570566
-4.0,50,668.47015
-11.0,50,669.401407
-11.0,50,670.357192
-9.0,50,671.276978
-14.0,50,672.189538
-5.0,50,673.093503
-13.0,50,674.013425
-16.0,50,674.971306
-13.0,50,675.8778
-12.0,50,676.774804
-15.0,50,677.696046
-6.0,50,678.607393
-13.0,50,679.509443
-11.0,50,680.44717
-16.0,50,681.366564
-20.0,50,682.292924
-16.0,50,683.202571
-14.0,50,684.110021
-13.0,50,685.034792
-11.0,50,685.951023
-10.0,50,686.855847
-12.0,50,687.761961
-16.0,50,688.683846
-14.0,50,689.603218
-14.0,50,690.511613
-11.0,50,691.417554
-11.0,50,692.339801
-9.0,50,693.254152
-17.0,50,694.198049
-11.0,50,695.109461
-20.0,50,696.024689
-19.0,50,696.934485
-13.0,50,697.836758
-14.0,50,698.743475
-12.0,50,699.674207
-7.0,50,700.588745
-12.0,50,701.496404
-14.0,50,702.401706
-7.0,50,703.342321
-12.0,50,704.26638
-5.0,50,705.193246
-8.0,50,706.126285
-8.0,50,707.035546
-8.0,50,707.956618
-16.0,50,708.893733
-12.0,50,709.806415
-12.0,50,710.726211
-10.0,50,711.691172
-9.0,50,712.598058
-10.0,50,713.5024
-10.0,50,714.419318
-10.0,50,715.345926
-6.0,50,716.258426
-22.0,50,717.164979
-19.0,50,718.079967
-9.0,50,719.002759
-7.0,50,719.9214
-25.0,50,720.831866
-12.0,50,721.794066
-16.0,50,722.715887
-9.0,50,723.621839
-9.0,50,724.531826
-13.0,50,725.458626
-11.0,50,726.387559
-7.0,50,727.303753
-19.0,50,728.206129
-8.0,50,729.123954
-13.0,50,730.052658
-15.0,50,730.978433
-8.0,50,731.91503
-9.0,50,732.857931
-14.0,50,733.782093
-12.0,50,734.725861
-14.0,50,735.638274
-17.0,50,736.557521
-10.0,50,737.483108
-12.0,50,738.392228
-10.0,50,739.300839
-13.0,50,740.219797
-12.0,50,741.145911
-12.0,50,742.054522
-12.0,50,742.961829
-22.0,50,744.551038
-19.0,50,745.474182
-14.0,50,746.388656
-12.0,50,747.292564
-10.0,50,748.289582
-20.0,50,749.216916
-11.0,50,750.134201
-7.0,50,751.040817
-15.0,50,751.984356
-25.0,50,752.907866
-12.0,50,753.817069
-10.0,50,754.729514
-14.0,50,755.662048
-11.0,50,756.610767
-14.0,50,757.517439
-6.0,50,758.42504
-13.0,50,759.333806
-13.0,50,760.268606
-18.0,50,761.178008
-14.0,50,762.085583
-15.0,50,763.039225
-13.0,50,763.959202
-17.0,50,764.882746
-13.0,50,765.791443
-11.0,50,766.722387
-13.0,50,767.642957
-2.0,50,768.553369
-9.0,50,769.461538
-12.0,50,770.379735
-14.0,50,771.316349
-10.0,50,772.229246
-11.0,50,773.140253
-9.0,50,774.054677
-10.0,50,774.978887
-14.0,50,775.888664
-15.0,50,776.822603
-12.0,50,777.756574
-13.0,50,778.674088
-10.0,50,779.581964
-7.0,50,780.491249
-15.0,50,781.415348
-13.0,50,782.338565
-11.0,50,783.244721
-22.0,50,784.155651
-13.0,50,785.123219
-13.0,50,786.040775
-17.0,50,786.945302
-8.0,50,787.852983
-16.0,50,788.77666
-14.0,50,789.761933
-9.0,50,790.718243
-14.0,50,791.69456
-17.0,50,792.624374
-11.0,50,794.017535
-9.0,50,794.937176
-15.0,50,795.859228
-22.0,50,796.805256
-25.0,50,797.833712
-10.0,50,798.764381
-15.0,50,799.677627
-10.0,50,800.634808
-8.0,50,801.548967
-10.0,50,802.462803
-15.0,50,803.412042
-14.0,50,804.336742
-20.0,50,805.265508
-8.0,50,806.185436
-6.0,50,807.096617
-5.0,50,808.020963
-12.0,50,808.956696
-8.0,50,809.884826
-7.0,50,810.801793
-13.0,50,811.786643
-10.0,50,812.808316
-11.0,50,813.853156
-16.0,50,814.906095
-15.0,50,815.841128
-15.0,50,816.797027
-17.0,50,817.815472
-8.0,50,818.883271
-14.0,50,819.947056
-13.0,50,821.004504
-15.0,50,822.076438
-10.0,50,823.175242
-7.0,50,824.247401
-10.0,50,825.311042
-15.0,50,826.263118
-15.0,50,827.171556
-12.0,50,828.094063
-13.0,50,829.028985
-14.0,50,829.954521
-13.0,50,830.900755
-14.0,50,831.826757
-10.0,50,832.765848
-11.0,50,833.674797
-27.0,50,834.606447
-14.0,50,835.549705
-4.0,50,836.474963
-10.0,50,837.387467
-15.0,50,838.301541
-9.0,50,839.889
-14.0,50,840.828122
-10.0,50,841.740455
-12.0,50,842.653313
-14.0,50,843.627877
-9.0,50,844.551026
-8.0,50,845.470753
-19.0,50,846.380648
-13.0,50,847.316685
-8.0,50,848.242364
-12.0,50,849.155171
-15.0,50,850.079415
-11.0,50,851.009958
-50.0,50,851.963171
-10.0,50,852.877396
-7.0,50,853.78922
-7.0,50,854.71684
-10.0,50,855.653012
-9.0,50,856.564309
-15.0,50,857.513031
-7.0,50,858.442056
-3.0,50,859.420154
-16.0,50,860.34171
-4.0,50,861.251471
-12.0,50,862.224873
-9.0,50,863.203072
-13.0,50,864.122576
-13.0,50,865.040235
-8.0,50,865.967048
-14.0,50,866.887822
-11.0,50,867.795284
-10.0,50,868.710157
-16.0,50,869.650339
-8.0,50,870.583623
-16.0,50,871.532619
-11.0,50,872.453412
-9.0,50,873.380935
-28.0,50,874.313457
-13.0,50,875.237953
-15.0,50,876.144446
-9.0,50,877.067006
-14.0,50,878.000144
-14.0,50,878.910518
-14.0,50,879.832352
-9.0,50,880.805237
-10.0,50,881.78775
-10.0,50,882.705141
-12.0,50,883.626225
-8.0,50,884.552586
-18.0,50,885.492282
-11.0,50,886.434262
-16.0,50,887.351058
-13.0,50,888.271262
-8.0,50,889.2015
-10.0,50,890.118602
-12.0,50,891.031616
-22.0,50,892.000357
-17.0,50,892.938532
-16.0,50,893.851376
-19.0,50,894.764233
-14.0,50,895.690908
-6.0,50,896.65077
-14.0,50,897.571665
-14.0,50,898.489282
-10.0,50,899.41679
-13.0,50,900.37242
-11.0,50,901.281455
-9.0,50,902.201217
-10.0,50,903.131465
-17.0,50,904.05567
-21.0,50,904.982197
-15.0,50,905.909043
-6.0,50,906.8445
-14.0,50,907.791506
-5.0,50,908.715286
-11.0,50,909.642466
-7.0,50,910.580893
-19.0,50,911.510887
-13.0,50,912.425368
-18.0,50,913.339447
-9.0,50,914.301145
-9.0,50,915.239185
-18.0,50,916.163812
-14.0,50,917.085188
-13.0,50,918.007497
-12.0,50,918.932439
-11.0,50,919.858909
-15.0,50,920.76672
-12.0,50,921.690765
-12.0,50,922.615165
-16.0,50,923.533493
-9.0,50,924.475153
-8.0,50,925.415789
-7.0,50,926.351255
-16.0,50,927.261876
-11.0,50,928.198276
-12.0,50,929.109144
-11.0,50,930.045003
-15.0,50,930.969802
-11.0,50,931.887584
-9.0,50,933.535889
-16.0,50,934.472546
-11.0,50,935.399269
-22.0,50,936.318319
-11.0,50,937.248787
-17.0,50,938.173361
-11.0,50,939.093923
-9.0,50,940.007749
-17.0,50,940.958764
-20.0,50,941.892026
-10.0,50,942.808112
-9.0,50,943.723472
-11.0,50,944.650731
-9.0,50,945.572336
-10.0,50,946.478216
-10.0,50,947.385355
-9.0,50,948.296612
-13.0,50,949.235849
-11.0,50,950.178838
-10.0,50,951.091526
-15.0,50,952.022907
-12.0,50,952.943061
-11.0,50,953.873514
-10.0,50,954.784171
-15.0,50,955.73853
-10.0,50,956.667182
-11.0,50,957.587375
-12.0,50,958.500267
-17.0,50,959.447641
-5.0,50,960.393913
