iteration,global_step,mean_return,mean_length,success_rate,mean_distance,policy_loss,value_loss,entropy,approx_kl,sps,elapsed
57,466944,-54.0679,50.0,0.0000,0.8237,-0.007214,46.004640,3.083412,0.013730,4489,104.0
58,475136,-50.8709,50.0,0.0000,0.7366,-0.007253,43.783452,3.066819,0.013621,4489,105.8
59,483328,-54.6956,50.0,0.0000,0.7088,-0.007794,45.692834,3.052634,0.013841,4488,107.7
60,491520,-54.2106,50.0,0.0000,0.7412,-0.008358,46.022237,3.024846,0.013571,4486,109.6
61,499712,-51.6644,50.0,0.0100,0.7204,-0.009036,34.743463,2.973964,0.013508,4484,111.4
62,507904,-49.0998,50.0,0.0000,0.6875,-0.009559,33.945688,2.943447,0.014535,4480,113.4
63,516096,-47.4967,50.0,0.0000,0.7122,-0.007072,31.860465,2.905656,0.017482,4482,115.1
64,524288,-47.2412,50.0,0.0000,0.6781,-0.004716,30.811654,2.874150,0.019593,4484,116.9
65,532480,-47.4271,50.0,0.0000,0.6321,-0.008724,35.481333,2.845591,0.013697,4487,118.7
66,540672,-51.3926,50.0,0.0100,0.7634,-0.005804,39.229300,2.835229,0.015510,4489,120.4
67,548864,-46.8604,50.0,0.0000,0.7109,-0.006136,28.906294,2.813114,0.015479,4491,122.2
68,557056,-45.8523,50.0,0.0200,0.7200,-0.008260,29.052435,2.793756,0.014531,4492,124.0
69,565248,-45.9026,50.0,0.0000,0.6194,-0.009354,28.968688,2.776489,0.016389,4494,125.8
70,573440,-48.2709,50.0,0.0000,0.7248,-0.008797,32.760304,2.758357,0.015894,4496,127.5
71,581632,-42.6097,50.0,0.0100,0.5980,-0.008285,23.389657,2.723327,0.019271,4497,129.3
72,589824,-42.5927,50.0,0.0100,0.6293,-0.009599,23.207055,2.693845,0.016638,4498,131.1
73,598016,-43.9094,50.0,0.0100,0.5666,-0.009065,22.784975,2.674202,0.016695,4497,133.0
74,606208,-42.6417,50.0,0.0400,0.6118,-0.004752,25.274823,2.655338,0.023013,4497,134.8
75,614400,-44.3892,50.0,0.0200,0.6127,-0.008560,25.614480,2.627523,0.016823,4499,136.6
76,622592,-40.3228,50.0,0.0100,0.4765,-0.010865,24.249122,2.595648,0.017416,4500,138.3
77,630784,-43.9705,50.0,0.0200,0.6380,-0.010167,24.832671,2.550348,0.015555,4501,140.1
78,638976,-42.5873,50.0,0.0000,0.5446,-0.011528,22.268886,2.513726,0.022685,4501,141.9
79,647168,-39.1425,50.0,0.0300,0.4901,-0.008676,18.589958,2.501244,0.016108,4503,143.7
80,655360,-42.5999,50.0,0.0000,0.5313,-0.008713,19.045371,2.465462,0.021788,4504,145.5
81,663552,-40.8069,50.0,0.0400,0.5128,-0.007410,19.656125,2.423945,0.018682,4505,147.3
82,671744,-38.8170,50.0,0.0100,0.5419,-0.010493,23.081573,2.409212,0.014372,4507,149.0
83,679936,-38.4330,50.0,0.0100,0.4796,-0.004128,17.195344,2.393817,0.024832,4508,150.8
84,688128,-38.0535,50.0,0.0000,0.5235,-0.009327,17.535308,2.382178,0.014882,4509,152.6
85,696320,-39.4991,50.0,0.0200,0.4806,-0.009726,16.114254,2.349140,0.017447,4511,154.3
86,704512,-37.5509,50.0,0.0000,0.5265,-0.007548,19.692768,2.320005,0.018271,4512,156.1
87,712704,-39.7454,50.0,0.0200,0.4804,-0.008458,17.826798,2.282501,0.018502,4513,157.9
88,720896,-35.8552,50.0,0.0100,0.4800,-0.004400,14.643341,2.243103,0.017276,4514,159.7
89,729088,-37.1726,50.0,0.0300,0.4665,-0.004454,17.043557,2.216029,0.026374,4515,161.5
90,737280,-37.1415,50.0,0.0000,0.4819,-0.004918,15.976863,2.204395,0.019511,4516,163.3
91,745472,-41.9483,50.0,0.0200,0.5001,-0.013008,19.023807,2.184190,0.015546,4517,165.0
92,753664,-36.0028,50.0,0.0100,0.4238,-0.008269,15.062744,2.153001,0.018012,4518,166.8
93,761856,-35.0461,50.0,0.0000,0.4468,-0.001930,13.091088,2.108958,0.024641,4519,168.6
94,770048,-38.1627,50.0,0.0100,0.4356,-0.007139,16.317194,2.062563,0.024466,4520,170.4
95,778240,-37.3524,50.0,0.0100,0.4865,-0.009959,16.295308,2.011978,0.016465,4521,172.1
96,786432,-34.8970,50.0,0.0400,0.4182,-0.000590,10.511136,1.971378,0.030247,4522,173.9
97,794624,-36.5337,50.0,0.0100,0.4634,-0.007016,14.989493,1.959385,0.021329,4522,175.7
98,802816,-34.7716,50.0,0.0000,0.4207,0.001201,12.057148,1.937282,0.033499,4523,177.5
99,811008,-36.0786,50.0,0.0000,0.4228,-0.003894,14.583244,1.910917,0.025001,4522,179.3
100,819200,-35.0827,50.0,0.0000,0.4645,-0.004576,13.282039,1.894048,0.022443,4523,181.1
101,827392,-33.6107,50.0,0.0200,0.3998,0.000176,16.113892,1.864376,0.033669,4524,182.9
102,835584,-33.9479,50.0,0.0400,0.4212,0.000783,12.214268,1.848176,0.034672,4524,184.7
103,843776,-35.7159,50.0,0.0400,0.3896,-0.002044,11.254181,1.827361,0.027975,4524,186.5
104,851968,-32.4497,50.0,0.0200,0.4186,0.009259,9.854672,1.800791,0.045164,4526,188.2
105,860160,-34.1614,50.0,0.0200,0.3918,-0.003123,12.104561,1.794051,0.024729,4527,190.0
106,868352,-36.8543,50.0,0.0300,0.4176,0.004928,10.132761,1.753729,0.040623,4527,191.8
107,876544,-35.0385,50.0,0.0100,0.4806,-0.001907,12.266745,1.743662,0.031665,4528,193.6
108,884736,-32.8210,50.0,0.0400,0.4134,0.000238,10.580852,1.725409,0.033204,4529,195.3
109,892928,-34.9477,50.0,0.0300,0.4330,-0.000069,10.349846,1.696317,0.036119,4530,197.1
110,901120,-36.9759,50.0,0.0400,0.4379,0.002085,12.733669,1.656000,0.031915,4531,198.9
111,909312,-34.3756,50.0,0.0100,0.4750,-0.002430,10.386816,1.609718,0.029335,4531,200.7
112,917504,-33.7937,50.0,0.0000,0.4075,-0.005579,11.172412,1.594092,0.025968,4532,202.4
113,925696,-32.0238,50.0,0.0300,0.3795,0.000349,10.220163,1.564827,0.036062,4532,204.2
114,933888,-35.3445,50.0,0.0200,0.3797,-0.004356,11.878450,1.559540,0.028435,4529,206.2
115,942080,-31.6705,50.0,0.0200,0.4481,0.000908,11.147769,1.540116,0.029815,4528,208.0
116,950272,-30.6406,50.0,0.0200,0.3672,0.000460,9.803060,1.513218,0.034292,4526,210.0
117,958464,-31.1901,50.0,0.0000,0.3577,0.002309,10.750369,1.496015,0.033932,4523,211.9
118,966656,-33.3164,50.0,0.0200,0.3748,-0.001907,11.929788,1.473144,0.028390,4522,213.8
119,974848,-32.7598,50.0,0.0200,0.3642,-0.000920,10.169088,1.448935,0.029759,4520,215.7
120,983040,-31.6886,50.0,0.0300,0.3709,0.010981,9.111709,1.424683,0.047475,4518,217.6
121,991232,-35.3342,50.0,0.0400,0.4521,-0.002441,13.793869,1.411935,0.032566,4516,219.4
122,999424,-35.2512,50.0,0.0300,0.3910,-0.004407,11.623317,1.407878,0.031626,4515,221.3
123,1007616,-32.7969,50.0,0.0400,0.3881,0.005517,9.510046,1.397160,0.044284,4512,223.3
124,1015808,-30.0407,50.0,0.0200,0.3619,-0.001084,8.110997,1.376392,0.026107,4510,225.2
125,1024000,-31.1180,50.0,0.0200,0.4028,0.000166,9.172084,1.336007,0.031553,4508,227.1
126,1032192,-34.5246,50.0,0.0100,0.4845,-0.002057,12.745306,1.335858,0.035828,4507,229.0
127,1040384,-32.4108,50.0,0.0100,0.4042,0.010040,9.970377,1.313372,0.050537,4506,230.8
128,1048576,-31.5188,50.0,0.0200,0.3982,0.002673,12.399883,1.317005,0.037867,4505,232.7
129,1056768,-36.7112,50.0,0.0200,0.4637,0.003874,11.797429,1.310980,0.036839,4504,234.6
130,1064960,-34.4009,50.0,0.0200,0.4501,-0.004528,13.761599,1.300710,0.025306,4503,236.5
131,1073152,-32.0296,50.0,0.0300,0.3779,0.019573,9.855631,1.272633,0.078180,4501,238.4
132,1081344,-31.2982,50.0,0.0500,0.3649,0.001471,10.004225,1.240769,0.035379,4500,240.2
133,1089536,-32.6225,50.0,0.0000,0.4103,0.006539,8.996581,1.212199,0.037949,4500,242.1
134,1097728,-33.3949,50.0,0.0300,0.4345,0.003003,12.198373,1.205608,0.041961,4500,243.9
135,1105920,-30.1183,50.0,0.0300,0.3861,-0.000835,7.953052,1.178872,0.037873,4499,245.8
136,1114112,-32.3726,50.0,0.0200,0.3853,-0.000817,8.458166,1.158071,0.033687,4500,247.6
137,1122304,-30.8134,50.0,0.0200,0.3673,-0.001645,6.758949,1.099189,0.035577,4500,249.4
138,1130496,-32.6206,50.0,0.0100,0.4092,0.001626,10.835909,1.062455,0.035553,4498,251.3
139,1138688,-30.5265,50.0,0.0500,0.3911,-0.000922,10.364845,1.048632,0.028165,4498,253.1
140,1146880,-32.4947,50.0,0.0600,0.4777,-0.000903,10.824035,1.020775,0.031615,4496,255.0
141,1155072,-31.6157,50.0,0.0600,0.3795,0.001527,9.375155,1.011585,0.035555,4496,256.9
142,1163264,-33.4499,50.0,0.0100,0.3900,-0.000154,10.219675,0.989003,0.032435,4496,258.7
143,1171456,-33.2792,50.0,0.0500,0.4042,0.002033,8.405099,0.982904,0.031221,4497,260.4
144,1179648,-30.2673,50.0,0.0100,0.4023,-0.000010,9.426147,0.968710,0.030465,4498,262.2
145,1187840,-31.3125,50.0,0.0100,0.4120,-0.005142,8.934892,0.935341,0.028719,4499,264.0
146,1196032,-31.5282,50.0,0.0600,0.3324,0.000086,6.170699,0.894581,0.028249,4500,265.8
147,1204224,-32.3443,50.0,0.0200,0.4323,0.002874,10.238321,0.877885,0.037144,4501,267.5
148,1212416,-32.7261,50.0,0.0200,0.4583,-0.003243,10.228079,0.842727,0.031560,4502,269.3
149,1220608,-30.1629,50.0,0.0100,0.3738,0.004780,7.348303,0.814033,0.037528,4502,271.1
150,1228800,-30.4347,50.0,0.0400,0.3687,0.001013,10.166032,0.775776,0.045355,4502,272.9
151,1236992,-30.2333,50.0,0.0400,0.3523,0.006056,6.434066,0.733240,0.036998,4502,274.7
152,1245184,-31.2526,50.0,0.0100,0.3994,0.003097,7.639203,0.713115,0.043175,4503,276.5
153,1253376,-29.8612,50.0,0.0400,0.3776,0.002369,8.406478,0.707567,0.037015,4503,278.3
154,1261568,-30.4768,50.0,0.0200,0.3740,0.005695,6.801656,0.721298,0.042185,4504,280.1
155,1269760,-28.3698,50.0,0.0700,0.3353,0.002815,7.140912,0.727783,0.037749,4504,281.9
156,1277952,-30.0852,50.0,0.0300,0.3718,0.003728,10.407298,0.720317,0.036938,4505,283.6
157,1286144,-29.2024,50.0,0.0500,0.3011,0.004191,7.375442,0.719238,0.038934,4506,285.4
158,1294336,-31.0296,50.0,0.0500,0.4066,0.004364,8.633679,0.738276,0.035490,4506,287.2
159,1302528,-28.5645,50.0,0.0100,0.3883,-0.002551,7.966643,0.741579,0.033442,4507,289.0
160,1310720,-29.6423,50.0,0.0300,0.3980,0.005493,7.088063,0.700329,0.041401,4507,290.8
161,1318912,-31.4974,50.0,0.0000,0.3721,0.000561,6.827231,0.665372,0.033847,4508,292.5
162,1327104,-32.0044,50.0,0.0200,0.4107,-0.000215,8.520445,0.643508,0.038267,4506,294.5
163,1335296,-31.7262,50.0,0.0500,0.3682,0.000428,6.901601,0.637256,0.029515,4502,296.6
164,1343488,-30.8445,50.0,0.0200,0.3404,0.006399,8.530204,0.638973,0.043536,4501,298.4
165,1351680,-31.0179,50.0,0.0200,0.4070,0.005398,8.344883,0.634594,0.045038,4501,300.3
166,1359872,-31.8113,50.0,0.0300,0.3813,-0.000478,9.830035,0.646419,0.032490,4499,302.2
167,1368064,-32.3251,50.0,0.0300,0.3684,0.004702,7.079342,0.647559,0.038691,4497,304.2
168,1376256,-33.1800,50.0,0.0400,0.4018,-0.000980,8.247005,0.633863,0.039577,4498,306.0
169,1384448,-30.5880,50.0,0.0300,0.3548,0.005536,6.909023,0.619821,0.040188,4499,307.7
170,1392640,-31.3344,50.0,0.0400,0.4110,0.003490,7.719946,0.598430,0.040299,4499,309.5
171,1400832,-32.8423,50.0,0.0200,0.4012,0.000729,7.943376,0.564986,0.041716,4500,311.3
172,1409024,-33.1158,50.0,0.0300,0.3734,0.000834,7.143898,0.565377,0.032872,4500,313.1
173,1417216,-31.0441,50.0,0.0100,0.4262,0.005327,8.686819,0.572593,0.040844,4501,314.9
174,1425408,-31.3736,50.0,0.0300,0.4256,-0.001440,8.073553,0.556202,0.028305,4501,316.6
175,1433600,-30.8020,50.0,0.0400,0.3886,-0.004118,10.614580,0.549866,0.029503,4502,318.4
176,1441792,-30.3610,50.0,0.0300,0.3657,0.003636,7.213023,0.508391,0.036381,4502,320.2
177,1449984,-31.4899,50.0,0.0200,0.3982,0.001836,9.256860,0.506461,0.038967,4503,322.0
178,1458176,-30.5149,50.0,0.0000,0.3628,0.014734,5.664262,0.495237,0.058653,4503,323.8
179,1466368,-32.7700,50.0,0.0200,0.3625,-0.005351,8.030783,0.428570,0.039545,4504,325.5
180,1474560,-28.0657,50.0,0.0200,0.3628,0.007265,6.917846,0.410094,0.049005,4504,327.3
181,1482752,-30.1298,50.0,0.0400,0.3547,0.002323,9.747782,0.410680,0.042636,4505,329.1
182,1490944,-30.2506,50.0,0.0300,0.3545,0.007718,11.253804,0.323832,0.057404,4505,330.9
183,1499136,-28.2909,50.0,0.0100,0.3379,0.000990,8.373211,0.297263,0.034148,4505,332.7
184,1507328,-32.0813,50.0,0.0100,0.3707,0.000704,8.839477,0.304096,0.037012,4506,334.5
185,1515520,-29.8174,50.0,0.0300,0.3322,0.000177,6.655517,0.306485,0.039756,4506,336.3
186,1523712,-29.1112,50.0,0.0600,0.3338,0.004841,6.650779,0.310218,0.035441,4507,338.1
187,1531904,-30.4095,50.0,0.0400,0.3539,0.001678,7.311294,0.339189,0.048730,4507,339.8
188,1540096,-30.8088,50.0,0.0300,0.3622,-0.000012,7.557842,0.311494,0.035209,4507,341.6
189,1548288,-30.4082,50.0,0.0200,0.3634,-0.003509,8.141394,0.301290,0.037761,4508,343.4
190,1556480,-28.6014,50.0,0.0400,0.2929,0.003730,7.319043,0.286530,0.043755,4509,345.2
191,1564672,-28.1955,50.0,0.0600,0.3217,-0.002472,6.796032,0.271607,0.034103,4509,347.0
192,1572864,-30.3527,50.0,0.0300,0.3587,0.002678,9.010135,0.262635,0.046372,4509,348.8
193,1581056,-29.8028,50.0,0.0300,0.3184,0.004531,4.911530,0.285114,0.041326,4510,350.5
194,1589248,-28.9851,50.0,0.0400,0.3410,-0.002703,7.310932,0.264867,0.036549,4510,352.3
195,1597440,-30.8861,50.0,0.0100,0.3732,0.000182,9.233920,0.243483,0.042422,4510,354.2
196,1605632,-28.5094,50.0,0.0400,0.3847,-0.001006,9.441858,0.239310,0.033068,4510,356.0
197,1613824,-31.3116,50.0,0.0200,0.3958,-0.001488,8.639374,0.225925,0.034635,4511,357.8
198,1622016,-31.2980,50.0,0.0400,0.3636,-0.003876,8.128921,0.189221,0.031518,4511,359.5
199,1630208,-30.4470,50.0,0.0000,0.3670,0.004236,8.745706,0.170516,0.044373,4511,361.3
200,1638400,-28.7635,50.0,0.0200,0.3357,0.003607,6.147525,0.156270,0.036354,4512,363.1
201,1646592,-32.1005,50.0,0.0700,0.3786,-0.001417,10.599066,0.144134,0.036891,4512,364.9
202,1654784,-30.2551,50.0,0.0700,0.3422,0.003996,7.810491,0.134100,0.039701,4511,366.8
203,1662976,-27.3843,50.0,0.0300,0.3143,0.001100,5.637937,0.102762,0.033242,4512,368.5
204,1671168,-29.1113,50.0,0.0200,0.3159,0.000745,7.104378,0.076785,0.043432,4512,370.3
205,1679360,-29.7087,50.0,0.0400,0.3689,0.001939,8.036989,0.057567,0.041498,4512,372.2
206,1687552,-27.3552,50.0,0.0300,0.3190,0.001320,7.057120,0.062800,0.035083,4512,374.0
207,1695744,-30.8776,50.0,0.0400,0.3552,0.001102,6.318968,0.067212,0.036877,4513,375.7
208,1703936,-30.4323,50.0,0.0400,0.3660,-0.005715,8.995084,0.068806,0.036769,4514,377.5
209,1712128,-30.2027,50.0,0.0100,0.3707,-0.001397,9.419089,0.055876,0.032965,4514,379.2
210,1720320,-28.5230,50.0,0.0200,0.3277,0.001676,5.665456,0.020344,0.040548,4515,381.0
211,1728512,-31.7710,50.0,0.0500,0.3512,0.003601,7.224929,-0.015766,0.043776,4514,382.8
212,1736704,-29.2409,50.0,0.0200,0.3389,-0.000793,7.549188,-0.038785,0.038002,4515,384.6
213,1744896,-29.4229,50.0,0.0600,0.3633,0.001318,7.079959,-0.049245,0.035862,4515,386.4
214,1753088,-29.8080,50.0,0.0800,0.3061,0.000955,7.315275,-0.060588,0.044309,4514,388.3
215,1761280,-29.7825,50.0,0.0300,0.3547,0.007462,5.831509,-0.095976,0.043284,4512,390.3
216,1769472,-29.4899,50.0,0.0400,0.3841,-0.001661,8.824627,-0.098575,0.033845,4508,392.4
217,1777664,-27.5439,50.0,0.0500,0.3083,0.002340,5.681647,-0.093110,0.033842,4507,394.4
218,1785856,-29.6711,50.0,0.0100,0.3933,-0.000343,6.361461,-0.101484,0.038355,4507,396.2
219,1794048,-27.3884,50.0,0.0400,0.2955,0.002368,6.348254,-0.105604,0.039784,4505,398.2
220,1802240,-28.6907,50.0,0.0400,0.3511,-0.003513,8.157189,-0.090578,0.034815,4500,400.5
221,1810432,-28.0132,50.0,0.0700,0.2831,0.001906,5.977249,-0.111294,0.037795,4498,402.4
222,1818624,-29.0427,50.0,0.0400,0.3298,0.004156,5.905714,-0.133008,0.038435,4498,404.3
223,1826816,-28.5385,50.0,0.0700,0.3185,0.001308,5.879840,-0.162262,0.034889,4497,406.1
224,1835008,-26.9265,50.0,0.0400,0.3125,0.005636,5.604012,-0.177517,0.041654,4497,408.0
225,1843200,-27.5726,50.0,0.0600,0.2974,0.001120,4.149887,-0.188628,0.039764,4494,410.1
226,1851392,-26.7355,50.0,0.0400,0.2795,0.000682,3.896380,-0.193395,0.031068,4495,411.9
227,1859584,-29.5443,50.0,0.0500,0.2996,-0.000476,5.395470,-0.216253,0.037371,4495,413.6
228,1867776,-27.7106,50.0,0.0400,0.2985,0.003017,4.047218,-0.239172,0.035957,4495,415.5
229,1875968,-27.0353,50.0,0.0500,0.2886,0.003232,4.820658,-0.225581,0.036798,4495,417.3
230,1884160,-29.2991,50.0,0.0200,0.3240,0.003804,5.562876,-0.229803,0.041221,4494,419.2
231,1892352,-28.5376,50.0,0.0300,0.3114,0.002233,4.173493,-0.250433,0.034411,4492,421.2
232,1900544,-28.6269,50.0,0.0100,0.3245,0.000404,5.042640,-0.277170,0.034625,4492,423.1
233,1908736,-28.1359,50.0,0.0200,0.3318,0.000228,5.569883,-0.301188,0.035389,4491,425.0
234,1916928,-30.1881,50.0,0.0200,0.3195,0.001869,6.179030,-0.306505,0.039766,4491,426.8
235,1925120,-27.9531,50.0,0.0300,0.3277,0.004018,5.843329,-0.315748,0.035237,4491,428.6
236,1933312,-26.6908,50.0,0.0200,0.3113,0.005878,5.003320,-0.320447,0.037948,4491,430.4
237,1941504,-26.8716,50.0,0.0300,0.2881,0.005015,5.326620,-0.320261,0.038499,4491,432.2
238,1949696,-27.7783,50.0,0.0500,0.3043,0.001886,4.670069,-0.329198,0.044686,4491,434.1
239,1957888,-27.9899,50.0,0.0600,0.2792,0.007988,3.917838,-0.349389,0.041754,4491,435.9
240,1966080,-25.9899,50.0,0.0700,0.2807,0.001887,3.761960,-0.354722,0.033075,4491,437.7
241,1974272,-28.0220,50.0,0.0300,0.3433,-0.002257,5.210726,-0.366969,0.031385,4491,439.5
242,1982464,-27.7900,50.0,0.0100,0.3250,0.000873,4.241679,-0.384196,0.039201,4491,441.4
243,1990656,-28.6794,50.0,0.0200,0.3261,0.008933,5.371422,-0.427640,0.048484,4491,443.2
244,1998848,-28.2812,50.0,0.0500,0.3219,0.010986,4.940941,-0.444174,0.054412,4491,445.0
245,2007040,-30.1446,50.0,0.0100,0.3157,0.008980,5.150763,-0.439445,0.047200,4491,446.9
246,2015232,-27.2925,50.0,0.0400,0.2911,0.006058,3.710352,-0.468796,0.041432,4491,448.7
247,2023424,-27.3285,50.0,0.0700,0.3285,0.001483,5.266104,-0.519238,0.036570,4490,450.6
248,2031616,-25.6648,50.0,0.0400,0.2998,0.003365,4.598216,-0.547040,0.037409,4490,452.4
249,2039808,-27.4636,50.0,0.0200,0.3177,0.000270,6.000744,-0.552080,0.054142,4490,454.3
250,2048000,-28.9931,50.0,0.0500,0.3640,-0.000347,7.081404,-0.528473,0.043316,4490,456.1
251,2056192,-28.6492,50.0,0.0600,0.2830,0.002383,4.325456,-0.549023,0.042978,4490,457.9
252,2064384,-29.2062,50.0,0.0500,0.3239,0.000146,6.145971,-0.541449,0.040125,4490,459.8
253,2072576,-26.6826,50.0,0.0600,0.3101,0.005110,3.516738,-0.535995,0.038267,4490,461.6
254,2080768,-29.2834,50.0,0.0200,0.3207,0.008579,4.806222,-0.542212,0.047070,4490,463.4
255,2088960,-27.6164,50.0,0.0400,0.2893,0.002463,4.347873,-0.530668,0.037064,4489,465.3
256,2097152,-29.1323,50.0,0.0600,0.3386,0.001871,6.134480,-0.541490,0.041225,4489,467.1
257,2105344,-27.5177,50.0,0.0200,0.3004,-0.003496,4.859107,-0.541977,0.041624,4489,468.9
258,2113536,-27.8781,50.0,0.0700,0.2943,0.003135,6.897059,-0.557456,0.051645,4488,470.8
259,2121728,-27.1948,50.0,0.0200,0.3163,0.006158,4.162179,-0.581447,0.036769,4488,472.7
260,2129920,-27.7063,50.0,0.0400,0.3392,0.003515,5.299987,-0.578038,0.043629,4488,474.5
