iteration,global_step,mean_return,mean_length,success_rate,mean_distance,policy_loss,value_loss,entropy,approx_kl,sps,elapsed
78,79872,-105.6791,50.0,0.0000,2.0909,-0.004730,178.027661,4.122521,0.001804,1056,75.6
79,80896,-107.5364,50.0,0.0000,2.0724,-0.006676,253.170004,4.122544,0.003233,1057,76.5
80,81920,-106.8538,50.0,0.0000,2.0496,-0.006523,213.865849,4.123273,0.004204,1057,77.5
81,82944,-105.2631,50.0,0.0000,2.0189,-0.005871,184.081996,4.124263,0.003442,1057,78.4
82,83968,-103.8613,50.0,0.0000,1.9843,-0.004621,205.103967,4.124830,0.003869,1058,79.3
83,84992,-104.7272,50.0,0.0000,1.9796,-0.005223,181.747354,4.124804,0.003532,1059,80.2
84,86016,-102.4886,50.0,0.0000,1.9493,-0.005314,228.637728,4.125169,0.002175,1059,81.2
85,87040,-102.9774,50.0,0.0000,1.9927,-0.004209,223.998258,4.120961,0.001969,1059,82.2
86,88064,-103.7201,50.0,0.0000,2.0333,-0.007619,191.803905,4.115135,0.004005,1059,83.1
87,89088,-105.6114,50.0,0.0000,2.1216,-0.007931,214.012484,4.112096,0.004544,1059,84.1
88,90112,-107.6721,50.0,0.0000,2.1808,-0.008303,204.787554,4.110544,0.004755,1059,85.1
89,91136,-106.9014,50.0,0.0000,2.1999,-0.004169,203.644905,4.108239,0.003711,1058,86.1
90,92160,-106.5551,50.0,0.0000,2.2129,-0.006070,235.599120,4.107439,0.003833,1058,87.0
91,93184,-109.5716,50.0,0.0000,2.2071,-0.005560,238.335391,4.107059,0.002919,1059,88.0
92,94208,-107.2467,50.0,0.0000,2.1292,-0.004465,194.415365,4.105587,0.002438,1059,88.9
93,95232,-106.1786,50.0,0.0000,2.1075,-0.004635,183.351645,4.101649,0.002751,1058,90.0
94,96256,-107.2819,50.0,0.0000,2.1265,-0.007399,216.462593,4.099540,0.003991,1058,90.9
95,97280,-108.5827,50.0,0.0000,2.1151,-0.005899,234.829835,4.097129,0.004044,1058,91.9
96,98304,-107.1171,50.0,0.0000,2.0713,-0.003247,185.823517,4.094863,0.002239,1058,92.9
97,99328,-106.6101,50.0,0.0000,2.0863,-0.005498,166.569478,4.096002,0.003723,1059,93.8
98,100352,-106.7463,50.0,0.0000,2.0552,-0.008687,201.964918,4.097336,0.004223,1059,94.7
99,101376,-106.6329,50.0,0.0000,2.0706,-0.007999,243.080599,4.096923,0.006056,1059,95.6
100,102400,-106.5101,50.0,0.0000,2.0950,-0.007097,254.738622,4.097077,0.004801,1060,96.6
101,103424,-108.3041,50.0,0.0000,2.1295,-0.003859,230.564234,4.096651,0.002046,1060,97.5
102,104448,-111.1104,50.0,0.0000,2.1108,-0.005787,222.542899,4.094313,0.003412,1060,98.5
103,105472,-111.9342,50.0,0.0000,2.1752,-0.004056,205.705566,4.093408,0.002152,1061,99.4
104,106496,-110.5964,50.0,0.0000,2.1152,-0.006124,188.208225,4.093333,0.004433,1061,100.3
105,107520,-107.7027,50.0,0.0000,2.0329,-0.008113,193.026028,4.093122,0.005262,1061,101.3
106,108544,-107.3588,50.0,0.0000,2.0607,-0.007746,197.176422,4.093252,0.004396,1062,102.2
107,109568,-105.6650,50.0,0.0000,2.0569,-0.005517,227.113392,4.089319,0.004029,1061,103.2
108,110592,-106.7836,50.0,0.0000,2.0621,-0.004482,214.083870,4.087479,0.003359,1061,104.2
109,111616,-105.4488,50.0,0.0000,2.0351,-0.008335,187.426441,4.088562,0.004255,1060,105.2
110,112640,-106.1385,50.0,0.0000,2.0768,-0.006770,191.606519,4.089960,0.005026,1060,106.2
111,113664,-105.4460,50.0,0.0000,2.0641,-0.007393,186.321867,4.088660,0.005115,1060,107.2
112,114688,-106.0738,50.0,0.0000,2.0925,-0.008287,221.658767,4.085068,0.004507,1060,108.1
113,115712,-107.8500,50.0,0.0000,2.0761,-0.006923,224.431770,4.086827,0.004693,1060,109.1
114,116736,-110.0590,50.0,0.0000,2.1639,-0.008258,228.411467,4.089184,0.006161,1060,110.1
115,117760,-108.9702,50.0,0.0000,2.1499,-0.005376,180.653323,4.092514,0.004299,1059,111.1
116,118784,-108.3319,50.0,0.0000,2.1669,-0.007716,189.433559,4.093749,0.005234,1058,112.2
117,119808,-104.3636,50.0,0.0000,2.0686,-0.007229,166.535145,4.092805,0.006110,1057,113.3
118,120832,-101.4907,50.0,0.0000,2.0043,-0.005795,176.218858,4.092502,0.003779,1056,114.3
119,121856,-98.5743,50.0,0.0000,1.9184,-0.006933,176.803743,4.090107,0.003602,1056,115.4
120,122880,-100.9233,50.0,0.0000,1.9816,-0.005679,199.544037,4.089386,0.003463,1055,116.4
121,123904,-99.9353,50.0,0.0000,1.9103,-0.009929,159.124516,4.092258,0.005960,1054,117.5
122,124928,-101.8385,50.0,0.0000,1.9661,-0.007565,186.697894,4.095669,0.004780,1054,118.4
123,125952,-103.7096,50.0,0.0000,2.0382,-0.007009,205.010031,4.097267,0.004982,1055,119.4
124,126976,-103.3738,50.0,0.0000,2.0737,-0.008382,193.626261,4.101210,0.005726,1055,120.3
125,128000,-102.5952,50.0,0.0000,2.0169,-0.006639,192.981263,4.100933,0.004677,1054,121.4
126,129024,-103.7547,50.0,0.0000,2.1121,-0.005988,188.623053,4.099462,0.004512,1053,122.4
127,130048,-100.4508,50.0,0.0000,2.0788,-0.006697,141.209920,4.093929,0.005054,1053,123.4
128,131072,-100.2186,50.0,0.0000,2.0488,-0.009142,180.251437,4.083205,0.005617,1054,124.3
129,132096,-101.4751,50.0,0.0000,2.0710,-0.004584,202.635883,4.083468,0.002306,1053,125.4
130,133120,-101.8507,50.0,0.0000,2.0933,-0.006945,192.502823,4.087632,0.004722,1053,126.3
131,134144,-100.4613,50.0,0.0000,1.9574,-0.008258,181.525591,4.092280,0.004981,1054,127.3
132,135168,-101.8264,50.0,0.0000,1.9566,-0.006211,178.211275,4.089413,0.003529,1054,128.2
133,136192,-102.5233,50.0,0.0000,1.9582,-0.006211,218.310992,4.085111,0.004572,1054,129.1
134,137216,-99.8573,50.0,0.0000,1.9027,-0.009370,169.540016,4.083361,0.005870,1055,130.0
135,138240,-96.9942,50.0,0.0000,1.8354,-0.009930,142.584217,4.084247,0.006063,1055,130.9
136,139264,-98.0965,50.0,0.0000,1.9215,-0.004260,174.860743,4.085645,0.003419,1056,131.9
137,140288,-99.2752,50.0,0.0000,1.9739,-0.007568,158.602202,4.086224,0.005762,1056,132.8
138,141312,-97.6103,50.0,0.0000,1.9183,-0.009667,186.128933,4.089486,0.005954,1057,133.7
139,142336,-97.6928,50.0,0.0000,1.9472,-0.005275,170.603709,4.093247,0.003487,1056,134.7
140,143360,-99.1557,50.0,0.0000,1.9644,-0.006085,167.995341,4.089501,0.003881,1057,135.6
141,144384,-97.7877,50.0,0.0000,1.9001,-0.007730,184.501680,4.088088,0.006085,1057,136.5
142,145408,-97.8255,50.0,0.0000,1.8468,-0.010008,168.688273,4.088922,0.005359,1056,137.6
143,146432,-98.5635,50.0,0.0000,1.7963,-0.004534,210.279938,4.091210,0.003157,1055,138.7
144,147456,-97.8694,50.0,0.0000,1.7255,-0.007059,161.781511,4.089919,0.005420,1055,139.8
145,148480,-99.5508,50.0,0.0000,1.7634,-0.007973,182.679441,4.089689,0.006105,1055,140.7
146,149504,-99.3130,50.0,0.0000,1.8162,-0.007047,155.674577,4.086908,0.004509,1054,141.8
147,150528,-97.9441,50.0,0.0000,1.8080,-0.006011,144.933804,4.089041,0.005114,1054,142.8
148,151552,-95.9725,50.0,0.0000,1.8377,-0.009891,181.409191,4.089601,0.007129,1054,143.7
149,152576,-97.6638,50.0,0.0000,1.8316,-0.008770,210.119410,4.088224,0.005352,1054,144.7
150,153600,-95.6368,50.0,0.0000,1.7737,-0.009550,168.024411,4.081535,0.007972,1054,145.7
151,154624,-97.8523,50.0,0.0000,1.7872,-0.009506,191.952322,4.077882,0.006052,1054,146.6
152,155648,-100.5707,50.0,0.0000,1.8730,-0.008738,185.711200,4.069734,0.005797,1054,147.6
153,156672,-99.1562,50.0,0.0000,1.9291,-0.015347,157.570760,4.065440,0.010380,1053,148.7
154,157696,-97.5688,50.0,0.0000,1.9618,-0.009871,161.487210,4.071244,0.005814,1052,149.8
155,158720,-97.1657,50.0,0.0000,2.0131,-0.007950,150.675677,4.072509,0.006541,1050,151.1
156,159744,-94.7146,50.0,0.0000,1.9616,-0.007679,163.930097,4.067166,0.006067,1049,152.2
157,160768,-92.0159,50.0,0.0000,1.8768,-0.009823,156.672527,4.068814,0.006880,1048,153.4
158,161792,-92.8057,50.0,0.0000,1.8145,-0.010370,183.925348,4.072239,0.007446,1047,154.5
159,162816,-92.5065,50.0,0.0000,1.8254,-0.005179,157.043045,4.078432,0.006785,1046,155.5
160,163840,-90.9414,50.0,0.0000,1.6997,-0.009984,154.607981,4.080141,0.007450,1047,156.4
161,164864,-90.2549,50.0,0.0000,1.6625,-0.012020,155.764753,4.078974,0.006060,1047,157.4
162,165888,-91.1512,50.0,0.0000,1.6551,-0.008308,167.543570,4.077857,0.005287,1047,158.3
163,166912,-88.0750,50.0,0.0000,1.5479,-0.008596,139.354027,4.083676,0.006277,1048,159.2
164,167936,-87.2514,50.0,0.0000,1.5376,-0.011344,154.890393,4.086854,0.007371,1048,160.1
165,168960,-87.4161,50.0,0.0000,1.5342,-0.007696,158.702670,4.084541,0.006144,1049,161.1
166,169984,-84.8755,50.0,0.0000,1.5091,-0.007507,131.311138,4.085375,0.005903,1049,162.0
167,171008,-82.1867,50.0,0.0000,1.5567,-0.008421,145.774593,4.094390,0.006589,1049,162.9
168,172032,-83.6844,50.0,0.0000,1.5921,-0.013776,136.984950,4.100936,0.008501,1049,163.9
169,173056,-83.9673,50.0,0.0000,1.5543,-0.008252,159.696894,4.082300,0.006315,1050,164.8
170,174080,-85.2229,50.0,0.0000,1.5698,-0.007897,155.468203,4.078955,0.006219,1050,165.7
171,175104,-86.4285,50.0,0.0000,1.5888,-0.010597,135.810019,4.071381,0.008010,1050,166.7
172,176128,-84.8827,50.0,0.0000,1.5494,-0.007063,137.038905,4.066928,0.006487,1050,167.6
173,177152,-83.7925,50.0,0.0000,1.5231,-0.007427,134.573391,4.067354,0.006179,1051,168.5
174,178176,-82.7515,50.0,0.0000,1.5337,-0.009661,154.963312,4.068145,0.006467,1051,169.5
175,179200,-82.9962,50.0,0.0000,1.5192,-0.013665,147.450190,4.070447,0.009705,1051,170.4
176,180224,-85.0910,50.0,0.0000,1.5394,-0.005486,139.690376,4.071395,0.004413,1051,171.3
177,181248,-85.2833,50.0,0.0000,1.5608,-0.008297,142.871794,4.072397,0.006232,1052,172.3
178,182272,-84.7759,50.0,0.0000,1.5505,-0.012029,120.594212,4.065994,0.007846,1052,173.2
179,183296,-84.9837,50.0,0.0000,1.5752,-0.011482,121.938222,4.060804,0.009129,1052,174.2
180,184320,-83.9562,50.0,0.0000,1.5569,-0.010350,126.552728,4.063190,0.008504,1052,175.1
181,185344,-83.2292,50.0,0.0000,1.5458,-0.008545,136.628118,4.060422,0.006123,1052,176.0
182,186368,-81.1707,50.0,0.0000,1.4870,-0.010412,136.810004,4.053568,0.007477,1053,177.0
183,187392,-82.1411,50.0,0.0000,1.4924,-0.011818,145.157721,4.049777,0.008695,1052,178.1
184,188416,-80.2027,50.0,0.0000,1.3996,-0.008947,142.381532,4.051054,0.006590,1052,179.1
185,189440,-80.0337,50.0,0.0000,1.4163,-0.009521,120.061642,4.041588,0.007235,1051,180.1
186,190464,-81.0276,50.0,0.0000,1.4561,-0.010194,133.155736,4.033951,0.007443,1051,181.1
187,191488,-80.7981,50.0,0.0000,1.4493,-0.007672,120.753768,4.035863,0.005264,1051,182.0
188,192512,-79.6552,50.0,0.0000,1.4109,-0.008171,108.868141,4.041056,0.007401,1052,183.0
189,193536,-79.1010,50.0,0.0000,1.4755,-0.008636,120.846401,4.041439,0.007086,1052,183.9
190,194560,-79.3680,50.0,0.0000,1.4795,-0.007912,144.096493,4.039036,0.005348,1052,184.8
191,195584,-78.2601,50.0,0.0000,1.4111,-0.009138,145.991758,4.037336,0.007292,1052,185.8
192,196608,-79.5654,50.0,0.0000,1.4775,-0.011622,142.714803,4.030875,0.008339,1052,186.7
193,197632,-80.0618,50.0,0.0000,1.5502,-0.008977,107.462095,4.022115,0.006260,1053,187.7
194,198656,-80.6220,50.0,0.0000,1.5268,-0.009785,130.707928,4.021152,0.008678,1053,188.6
195,199680,-78.7197,50.0,0.0000,1.4469,-0.011152,121.947216,4.022522,0.008512,1053,189.5
196,200704,-77.8111,50.0,0.0000,1.4148,-0.009819,121.449474,4.028305,0.007664,1053,190.5
197,201728,-76.4546,50.0,0.0000,1.3559,-0.006631,131.552905,4.023206,0.004603,1053,191.5
198,202752,-74.8428,50.0,0.0000,1.2752,-0.009995,116.072466,4.012257,0.006886,1053,192.4
199,203776,-73.7862,50.0,0.0000,1.2502,-0.010692,126.928347,4.013241,0.007460,1053,193.4
200,204800,-72.2587,50.0,0.0000,1.2140,-0.007363,128.032689,4.019692,0.005747,1053,194.3
201,205824,-72.6605,50.0,0.0000,1.2414,-0.011907,120.923110,4.022947,0.007845,1054,195.3
202,206848,-71.3379,50.0,0.0000,1.2531,-0.014331,122.747205,4.017717,0.009199,1054,196.2
203,207872,-70.5481,50.0,0.0000,1.2187,-0.012141,112.446037,4.013161,0.009313,1054,197.2
204,208896,-69.4937,50.0,0.0000,1.2462,-0.012855,98.713098,4.005593,0.008473,1054,198.2
205,209920,-69.0080,50.0,0.0000,1.2685,-0.008736,112.493495,3.996597,0.007565,1054,199.1
206,210944,-65.4631,50.0,0.0000,1.2362,-0.009319,96.814071,3.997538,0.006235,1053,200.2
207,211968,-66.0560,50.0,0.0000,1.2385,-0.008856,109.186536,3.997510,0.006307,1053,201.2
208,212992,-65.9136,50.0,0.0000,1.2461,-0.009018,130.073512,4.000819,0.006242,1053,202.2
209,214016,-68.0316,50.0,0.0000,1.2524,-0.011753,127.149964,4.004012,0.007571,1053,203.1
210,215040,-69.5379,50.0,0.0000,1.2984,-0.008061,114.524543,4.006569,0.006755,1053,204.1
211,216064,-72.9278,50.0,0.0000,1.3164,-0.008456,108.998965,4.002894,0.007554,1053,205.0
212,217088,-71.9349,50.0,0.0000,1.2712,-0.009810,109.988853,3.992079,0.007673,1054,205.9
213,218112,-72.2190,50.0,0.0000,1.2490,-0.010028,124.096000,3.990481,0.007817,1054,206.9
214,219136,-71.4584,50.0,0.0000,1.2226,-0.012035,106.042038,3.987316,0.008640,1054,207.8
215,220160,-70.2291,50.0,0.0000,1.1513,-0.010575,117.438763,3.985319,0.008629,1054,208.8
216,221184,-70.1036,50.0,0.0000,1.1579,-0.011586,118.231784,3.987130,0.008048,1054,209.7
217,222208,-69.0126,50.0,0.0000,1.1584,-0.010718,104.599040,3.987702,0.008240,1054,210.7
218,223232,-67.5113,50.0,0.0000,1.2014,-0.010864,105.678235,3.982831,0.008372,1054,211.6
219,224256,-68.2894,50.0,0.0000,1.2185,-0.009832,114.713540,3.972704,0.007068,1055,212.5
220,225280,-69.7272,50.0,0.0000,1.2648,-0.013205,116.983048,3.972729,0.009402,1055,213.5
221,226304,-70.1353,50.0,0.0000,1.2599,-0.009554,113.942589,3.966519,0.007704,1055,214.4
222,227328,-71.5281,50.0,0.0000,1.3064,-0.007380,92.751833,3.953255,0.007171,1055,215.4
223,228352,-72.2537,50.0,0.0000,1.2797,-0.008594,111.644062,3.951575,0.006761,1055,216.3
224,229376,-70.2508,50.0,0.0000,1.2375,-0.010015,93.621427,3.948110,0.007273,1055,217.2
225,230400,-67.8798,50.0,0.0000,1.1394,-0.007744,113.885420,3.945193,0.006033,1056,218.2
226,231424,-66.7073,50.0,0.0000,1.1064,-0.010262,112.026755,3.937601,0.006899,1056,219.1
227,232448,-67.5668,50.0,0.0000,1.1849,-0.007617,104.734660,3.926074,0.006064,1056,220.1
228,233472,-65.7786,50.0,0.0000,1.1708,-0.009425,112.896492,3.916810,0.007490,1056,221.0
229,234496,-67.6917,50.0,0.0000,1.1923,-0.013940,107.705113,3.903115,0.010317,1056,221.9
230,235520,-64.6528,50.0,0.0000,1.1478,-0.006369,102.001444,3.894490,0.005213,1056,222.9
231,236544,-64.2788,50.0,0.0000,1.1544,-0.017141,106.359262,3.898435,0.014930,1056,223.9
232,237568,-63.3033,50.0,0.0000,1.1130,-0.016570,117.883785,3.896021,0.012535,1056,224.8
233,238592,-64.7960,50.0,0.0000,1.1023,-0.016162,99.105752,3.887209,0.010966,1056,225.8
234,239616,-63.1274,50.0,0.0000,1.1113,-0.012248,115.646151,3.884565,0.010382,1057,226.7
235,240640,-65.0102,50.0,0.0000,1.1171,-0.010311,89.165767,3.887766,0.008928,1057,227.6
236,241664,-64.6590,50.0,0.0000,1.1400,-0.007519,99.807017,3.887615,0.005836,1057,228.6
237,242688,-63.8325,50.0,0.0000,1.1307,-0.011886,92.319469,3.881996,0.009797,1056,229.6
238,243712,-64.0386,50.0,0.0000,1.1305,-0.015149,98.287087,3.884494,0.010094,1056,230.7
239,244736,-62.5799,50.0,0.0000,1.0955,-0.009970,96.756171,3.874592,0.006772,1055,231.9
240,245760,-63.2393,50.0,0.0000,1.1156,-0.011298,110.774680,3.866230,0.008071,1055,232.9
241,246784,-62.8498,50.0,0.0000,1.0347,-0.013259,92.992827,3.860902,0.009369,1055,233.9
242,247808,-61.8248,50.0,0.0000,1.0074,-0.009918,96.947348,3.854861,0.008858,1055,234.8
243,248832,-60.7702,50.0,0.0000,0.9775,-0.011178,93.985600,3.851407,0.008713,1055,235.8
244,249856,-61.8838,50.0,0.0000,1.0278,-0.006572,81.285123,3.847522,0.007660,1055,236.8
245,250880,-62.8212,50.0,0.0000,1.0485,-0.007394,103.641539,3.847442,0.006452,1055,237.8
246,251904,-62.3126,50.0,0.0000,1.0758,-0.009142,83.274245,3.842189,0.006736,1055,238.7
247,252928,-61.0871,50.0,0.0000,1.0370,-0.010697,89.968207,3.837897,0.007795,1055,239.7
248,253952,-61.4002,50.0,0.0000,1.0694,-0.005943,89.718398,3.832721,0.005117,1054,240.7
249,254976,-60.9607,50.0,0.0000,1.0156,-0.011258,86.766574,3.828060,0.008447,1054,241.7
250,256000,-58.5525,50.0,0.0000,0.9656,-0.009845,90.379612,3.824987,0.005792,1055,242.7
251,257024,-58.2719,50.0,0.0000,0.9953,-0.008731,82.022115,3.815269,0.007355,1054,243.7
252,258048,-58.7583,50.0,0.0000,1.0190,-0.007434,95.189617,3.807514,0.004953,1054,244.6
253,259072,-58.0575,50.0,0.0000,1.0080,-0.010606,88.581001,3.805650,0.008414,1054,245.6
254,260096,-58.8972,50.0,0.0100,1.0167,-0.008949,99.751062,3.810800,0.007820,1054,246.5
255,261120,-58.5812,50.0,0.0100,1.0159,-0.010919,80.760010,3.808275,0.007010,1055,247.5
256,262144,-59.5909,50.0,0.0100,1.0187,-0.011665,94.741023,3.805432,0.008464,1055,248.4
257,263168,-60.9455,50.0,0.0100,1.0443,-0.011419,93.220906,3.803959,0.007850,1055,249.4
258,264192,-62.4180,50.0,0.0100,1.0734,-0.010388,87.452584,3.799154,0.009518,1055,250.3
259,265216,-62.1712,50.0,0.0000,1.0659,-0.009936,88.394044,3.799400,0.007663,1055,251.4
260,266240,-62.2210,50.0,0.0100,1.0216,-0.012094,77.116279,3.805141,0.008332,1055,252.3
261,267264,-60.7697,50.0,0.0100,0.9767,-0.011682,79.067030,3.807772,0.008773,1055,253.2
