iteration,global_step,mean_return,mean_length,success_rate,mean_distance,policy_loss,value_loss,entropy,approx_kl,sps,elapsed
252,2064384,-66.3406,50.0,0.0000,1.2395,-0.004297,81.713692,3.350012,0.004417,3521,586.3
253,2072576,-54.2394,50.0,0.0000,0.9725,-0.003824,60.383915,3.345714,0.004431,3521,588.5
254,2080768,-68.1018,50.0,0.0300,1.1967,-0.003022,82.977046,3.339340,0.003262,3522,590.8
255,2088960,-61.7828,50.0,0.0000,1.1487,-0.002798,81.767243,3.335995,0.003722,3522,593.0
256,2097152,-59.1434,50.0,0.0100,1.0795,-0.003406,75.633816,3.334476,0.003933,3523,595.3
257,2105344,-56.4160,50.0,0.0000,0.9424,-0.004532,70.496991,3.330399,0.003853,3523,597.6
258,2113536,-66.1415,50.0,0.0000,1.2592,-0.003522,84.635136,3.324896,0.004243,3523,599.8
259,2121728,-61.3128,50.0,0.0000,1.0501,-0.003625,74.919300,3.317047,0.003378,3524,602.1
260,2129920,-60.6766,50.0,0.0000,1.1016,-0.003283,77.751632,3.311493,0.003521,3522,604.7
261,2138112,-60.3591,50.0,0.0000,1.0322,-0.003487,73.324730,3.308532,0.003957,3522,607.0
262,2146304,-62.1275,50.0,0.0100,1.1134,-0.004109,73.264837,3.298732,0.005440,3521,609.4
263,2154496,-60.2376,50.0,0.0000,1.0762,-0.002846,75.200653,3.283376,0.005738,3522,611.6
264,2162688,-63.9582,50.0,0.0000,1.1829,-0.004505,80.893592,3.272244,0.004766,3521,614.1
265,2170880,-54.6482,50.0,0.0000,0.9347,-0.004557,70.965697,3.265170,0.004001,3519,616.9
266,2179072,-62.5540,50.0,0.0200,1.0978,-0.004177,77.799353,3.262778,0.004235,3518,619.3
267,2187264,-61.3574,50.0,0.0000,1.1461,-0.004186,77.551088,3.257420,0.004072,3517,621.8
268,2195456,-55.7072,50.0,0.0000,0.9324,-0.003255,71.171124,3.251224,0.004436,3515,624.5
269,2203648,-63.2272,50.0,0.0000,1.0997,-0.003508,70.854986,3.246614,0.003372,3513,627.2
270,2211840,-61.6507,50.0,0.0000,1.0947,-0.004111,67.857850,3.242819,0.003787,3511,629.8
271,2220032,-55.5677,50.0,0.0000,0.9892,-0.003860,63.944318,3.240264,0.004328,3510,632.4
272,2228224,-57.3314,50.0,0.0000,1.0346,-0.004515,73.460231,3.241878,0.005138,3509,634.8
273,2236416,-59.6752,50.0,0.0000,1.1201,-0.003782,75.756437,3.238960,0.004198,3509,637.3
274,2244608,-58.7535,50.0,0.0000,0.9977,-0.003884,72.186325,3.231240,0.003872,3508,639.8
275,2252800,-61.1652,50.0,0.0000,1.1398,-0.003964,81.337974,3.223934,0.005104,3507,642.4
276,2260992,-62.2861,50.0,0.0000,1.1085,-0.003981,75.069566,3.214144,0.004494,3506,644.9
277,2269184,-59.6303,50.0,0.0000,1.0540,-0.004402,72.944563,3.202327,0.004552,3504,647.5
278,2277376,-58.3689,50.0,0.0000,1.0844,-0.002507,65.192783,3.188332,0.003970,3503,650.0
279,2285568,-59.3654,50.0,0.0100,1.0183,-0.003021,75.160923,3.179614,0.004850,3503,652.4
280,2293760,-59.9997,50.0,0.0000,1.1219,-0.005435,74.618086,3.174511,0.004458,3502,655.0
281,2301952,-60.2913,50.0,0.0000,1.1033,-0.003453,74.416368,3.168307,0.004410,3501,657.4
282,2310144,-55.7720,50.0,0.0000,1.0321,-0.004468,73.403968,3.164424,0.004015,3500,660.0
283,2318336,-57.6329,50.0,0.0000,1.0362,-0.003592,74.878189,3.166991,0.003384,3499,662.4
284,2326528,-57.4939,50.0,0.0200,0.9571,-0.004305,71.325917,3.164873,0.005122,3499,664.8
285,2334720,-62.5382,50.0,0.0000,1.1778,-0.004254,73.355498,3.154191,0.004183,3498,667.3
286,2342912,-58.2711,50.0,0.0000,1.0906,-0.004534,62.427515,3.137317,0.006091,3498,669.7
287,2351104,-58.0220,50.0,0.0100,1.0519,-0.003671,70.266751,3.119647,0.004715,3497,672.2
288,2359296,-57.8216,50.0,0.0000,1.0576,-0.004260,67.334154,3.102766,0.004376,3496,674.8
289,2367488,-55.7799,50.0,0.0000,0.9534,-0.004139,64.800467,3.087066,0.004425,3494,677.4
290,2375680,-54.4852,50.0,0.0100,0.9152,-0.003921,65.681453,3.073879,0.004526,3493,679.9
291,2383872,-61.8839,50.0,0.0000,1.1512,-0.003773,79.720753,3.066502,0.004347,3492,682.5
292,2392064,-61.7554,50.0,0.0000,1.1144,-0.003564,76.571948,3.061669,0.003717,3488,685.6
293,2400256,-61.0111,50.0,0.0000,1.1271,-0.004229,68.831127,3.050392,0.004954,3487,688.3
294,2408448,-57.0583,50.0,0.0000,0.9141,-0.004049,61.306937,3.033080,0.005634,3487,690.7
295,2416640,-57.1241,50.0,0.0000,1.0412,-0.003901,63.806298,3.016728,0.006821,3486,693.2
296,2424832,-57.0545,50.0,0.0000,0.9850,-0.003643,64.237089,3.009809,0.004726,3486,695.6
297,2433024,-61.3978,50.0,0.0000,1.0736,-0.004282,74.007762,3.002677,0.004874,3486,697.9
298,2441216,-60.2924,50.0,0.0000,1.0828,-0.004181,73.615714,2.998734,0.004549,3486,700.2
299,2449408,-57.4942,50.0,0.0100,1.0237,-0.002275,73.173493,2.997837,0.002893,3485,702.7
300,2457600,-57.3041,50.0,0.0000,1.0334,-0.003887,72.379781,2.996781,0.003665,3485,705.1
301,2465792,-57.3463,50.0,0.0000,1.0684,-0.003942,73.742497,2.992602,0.005409,3483,707.8
302,2473984,-57.6284,50.0,0.0100,1.0030,-0.002439,64.451596,2.989483,0.006450,3482,710.3
303,2482176,-55.9175,50.0,0.0000,0.9721,-0.003350,63.775300,2.988527,0.005394,3482,712.8
304,2490368,-59.0070,50.0,0.0000,1.0537,-0.003859,65.790845,2.985977,0.003794,3481,715.2
305,2498560,-58.8949,50.0,0.0000,1.1036,-0.003049,68.599319,2.987286,0.002938,3481,717.6
306,2506752,-55.0251,50.0,0.0100,0.8994,-0.004055,66.895753,2.986073,0.005354,3481,720.0
307,2514944,-54.9132,50.0,0.0000,0.9491,-0.004380,70.130478,2.971996,0.004575,3481,722.4
308,2523136,-54.4796,50.0,0.0000,0.9033,-0.003849,66.738003,2.966834,0.004458,3478,725.3
309,2531328,-56.9640,50.0,0.0000,1.0269,-0.002088,80.461949,2.958820,0.004561,3478,727.7
310,2539520,-55.0660,50.0,0.0000,0.8943,-0.004666,62.942968,2.948072,0.005661,3477,730.3
311,2547712,-55.6910,50.0,0.0000,0.9816,-0.004727,64.593027,2.944617,0.004663,3477,732.7
312,2555904,-55.5632,50.0,0.0100,1.0320,-0.003423,63.537427,2.934556,0.004248,3476,735.2
313,2564096,-55.2589,50.0,0.0000,0.9325,-0.003537,64.367745,2.927580,0.005397,3476,737.6
314,2572288,-53.8951,50.0,0.0000,0.9221,-0.002434,65.657404,2.921573,0.005048,3475,740.2
315,2580480,-52.0907,50.0,0.0000,0.9112,-0.002978,65.793870,2.911111,0.006656,3473,742.9
316,2588672,-49.3594,50.0,0.0100,0.8834,-0.004329,62.785879,2.901265,0.004964,3472,745.4
317,2596864,-59.3673,50.0,0.0000,0.9939,-0.003315,74.693073,2.897967,0.004053,3471,748.0
318,2605056,-53.9679,50.0,0.0000,0.9159,-0.004445,62.380476,2.893159,0.004085,3470,750.6
319,2613248,-55.4194,50.0,0.0000,0.9187,-0.003624,63.670550,2.889633,0.003855,3469,753.1
320,2621440,-57.9148,50.0,0.0000,1.0285,-0.003806,64.503162,2.888514,0.006016,3468,755.8
321,2629632,-51.9877,50.0,0.0200,0.8828,-0.002257,60.346741,2.880543,0.005426,3467,758.4
322,2637824,-60.5293,50.0,0.0000,1.1640,-0.004119,73.522507,2.865203,0.004998,3466,760.9
323,2646016,-61.1034,50.0,0.0000,1.1073,-0.003641,78.253306,2.859774,0.004324,3467,763.2
324,2654208,-55.6478,50.0,0.0000,0.9246,-0.005084,69.144747,2.858858,0.004340,3466,765.6
325,2662400,-57.3476,50.0,0.0000,0.9764,-0.004925,65.851996,2.848011,0.005189,3466,768.0
326,2670592,-58.9735,50.0,0.0000,1.0474,-0.003426,71.442677,2.837972,0.004431,3466,770.4
327,2678784,-56.0991,50.0,0.0000,1.0066,-0.003051,63.282183,2.834734,0.006385,3465,773.0
328,2686976,-59.3418,50.0,0.0000,1.0056,-0.002512,67.160705,2.828523,0.003323,3464,775.5
329,2695168,-57.7539,50.0,0.0000,1.0422,-0.003867,66.141360,2.821354,0.005020,3465,777.8
330,2703360,-50.8871,50.0,0.0100,0.9167,-0.004395,52.597813,2.813436,0.004380,3464,780.2
331,2711552,-55.2522,50.0,0.0100,0.9870,-0.004495,64.278952,2.806834,0.004702,3465,782.5
332,2719744,-60.1110,50.0,0.0000,1.0648,-0.003387,73.108074,2.802547,0.003958,3464,784.9
333,2727936,-55.2940,50.0,0.0000,0.9979,-0.004970,65.033342,2.793763,0.005199,3464,787.4
334,2736128,-56.7766,50.0,0.0000,1.0178,-0.004413,70.154730,2.788117,0.006098,3462,790.2
335,2744320,-52.3330,50.0,0.0000,0.9607,-0.005182,60.826264,2.784811,0.005008,3461,792.7
336,2752512,-57.7748,50.0,0.0000,0.9870,-0.004140,62.782526,2.781693,0.004151,3461,795.1
337,2760704,-56.6170,50.0,0.0200,0.9712,-0.004982,64.659135,2.778600,0.004867,3461,797.6
338,2768896,-51.9859,50.0,0.0000,1.0035,-0.003187,63.435480,2.766259,0.006389,3460,800.0
339,2777088,-57.9151,50.0,0.0000,1.0260,-0.005065,68.538987,2.757086,0.004567,3460,802.4
340,2785280,-59.2132,50.0,0.0000,1.0198,-0.004215,75.927496,2.748178,0.003966,3460,804.8
341,2793472,-58.7534,50.0,0.0000,1.0600,-0.003677,76.319407,2.737905,0.004381,3460,807.3
342,2801664,-55.2534,50.0,0.0000,0.9904,-0.003555,68.590557,2.731205,0.003894,3459,809.7
343,2809856,-54.0076,50.0,0.0000,0.9642,-0.003631,56.641405,2.717638,0.004427,3459,812.2
344,2818048,-53.2868,50.0,0.0000,0.9432,-0.003350,53.595466,2.699919,0.006331,3459,814.6
345,2826240,-55.3820,50.0,0.0000,0.9266,-0.005139,58.765700,2.688236,0.004426,3459,817.1
346,2834432,-57.3643,50.0,0.0000,0.9809,-0.004205,68.671208,2.675372,0.004272,3458,819.6
347,2842624,-58.1398,50.0,0.0000,0.9551,-0.005402,68.672918,2.653133,0.005193,3457,822.2
348,2850816,-53.1692,50.0,0.0100,0.8740,-0.004962,65.476668,2.637015,0.004223,3456,824.7
349,2859008,-52.6832,50.0,0.0000,0.8675,-0.004764,60.656454,2.634419,0.004404,3456,827.1
350,2867200,-56.8077,50.0,0.0000,0.9892,-0.004581,67.684927,2.627980,0.004696,3456,829.5
351,2875392,-55.4402,50.0,0.0000,0.9986,-0.004847,62.398667,2.617758,0.005134,3455,832.0
352,2883584,-48.3489,50.0,0.0000,0.8730,-0.004366,50.813745,2.612593,0.005263,3455,834.5
353,2891776,-56.9327,50.0,0.0000,0.9781,-0.002970,63.888808,2.598896,0.005168,3455,837.0
354,2899968,-50.1977,50.0,0.0000,0.8484,-0.004912,51.578174,2.583806,0.005386,3454,839.5
355,2908160,-55.8092,50.0,0.0100,0.9759,-0.004205,58.683893,2.575899,0.005629,3454,841.9
356,2916352,-52.6828,50.0,0.0000,0.9515,-0.003972,62.480789,2.565239,0.004402,3453,844.4
357,2924544,-53.6672,50.0,0.0000,0.9062,-0.003447,55.921625,2.554237,0.004618,3452,847.2
358,2932736,-55.1377,50.0,0.0000,0.9713,-0.003973,59.987225,2.545236,0.005638,3450,849.9
359,2940928,-53.1943,50.0,0.0000,0.9885,-0.004465,57.910102,2.539801,0.005075,3450,852.4
360,2949120,-53.1527,50.0,0.0000,0.8914,-0.003497,56.828430,2.531111,0.004969,3448,855.1
361,2957312,-56.2996,50.0,0.0100,1.0204,-0.002817,58.730283,2.529612,0.004114,3447,857.7
362,2965504,-54.3809,50.0,0.0000,0.9253,-0.005400,54.695981,2.532664,0.005197,3447,860.2
363,2973696,-56.0576,50.0,0.0200,0.9815,-0.004046,58.753015,2.527706,0.005551,3447,862.6
364,2981888,-59.2897,50.0,0.0000,1.0484,-0.003096,65.100952,2.521868,0.007847,3446,865.2
365,2990080,-52.5905,50.0,0.0100,0.9224,-0.004686,54.649413,2.515509,0.004903,3445,867.7
366,2998272,-54.5706,50.0,0.0000,0.9889,-0.005347,61.538599,2.504943,0.005355,3445,870.2
367,3006464,-51.2267,50.0,0.0000,0.9731,-0.003208,57.939018,2.491581,0.004126,3445,872.6
368,3014656,-54.7903,50.0,0.0000,0.9246,-0.003928,56.030373,2.475054,0.004508,3445,874.9
369,3022848,-53.2343,50.0,0.0000,0.9389,-0.003610,56.016973,2.467601,0.005677,3445,877.3
370,3031040,-60.4295,50.0,0.0000,1.0260,-0.003526,61.205373,2.468384,0.005211,3445,879.7
371,3039232,-57.0462,50.0,0.0100,1.0036,-0.005493,64.950321,2.456479,0.005087,3445,882.0
372,3047424,-52.2224,50.0,0.0000,0.9221,-0.005348,54.045319,2.440699,0.006298,3445,884.4
373,3055616,-53.5484,50.0,0.0000,0.8965,-0.004985,62.148489,2.435128,0.005527,3445,886.9
374,3063808,-53.0687,50.0,0.0100,0.9677,-0.005138,63.074963,2.433354,0.005064,3445,889.3
375,3072000,-52.9571,50.0,0.0000,0.8759,-0.005626,64.822860,2.426250,0.005273,3445,891.6
376,3080192,-49.5760,50.0,0.0000,0.8821,-0.002540,43.278743,2.415519,0.007738,3445,894.0
377,3088384,-51.6325,50.0,0.0000,0.8864,-0.005546,53.596531,2.406722,0.005785,3445,896.3
378,3096576,-51.6544,50.0,0.0000,0.8818,0.013183,52.416282,2.399201,0.019453,3447,898.3
379,3104768,-56.7094,50.0,0.0000,0.9379,-0.004512,59.570185,2.393919,0.005457,3447,900.7
380,3112960,-52.8159,50.0,0.0100,0.8847,-0.003939,55.045848,2.384449,0.003872,3447,903.0
381,3121152,-47.9922,50.0,0.0100,0.8600,-0.005592,52.811793,2.376380,0.005401,3447,905.4
382,3129344,-52.1164,50.0,0.0100,0.8681,-0.004119,57.453819,2.359543,0.004889,3447,907.7
383,3137536,-52.2301,50.0,0.0000,0.8957,-0.004216,53.918957,2.346711,0.005347,3447,910.0
384,3145728,-55.0590,50.0,0.0000,0.9531,-0.004466,59.635953,2.346328,0.005583,3448,912.3
385,3153920,-53.4042,50.0,0.0000,0.9781,-0.003623,62.214461,2.344410,0.005117,3448,914.6
386,3162112,-50.9972,50.0,0.0000,0.8215,-0.002565,49.269863,2.333066,0.006484,3448,916.9
387,3170304,-52.2536,50.0,0.0000,0.9383,-0.005025,53.185518,2.320200,0.004997,3448,919.3
388,3178496,-50.3478,50.0,0.0000,0.9118,-0.002257,45.579375,2.308195,0.007964,3448,921.6
389,3186688,-48.1884,50.0,0.0100,0.7412,-0.004664,44.414809,2.298693,0.005783,3449,923.8
390,3194880,-49.1953,50.0,0.0000,0.7644,-0.003361,53.695154,2.298598,0.005795,3450,926.0
391,3203072,-53.1240,50.0,0.0000,0.9450,-0.003954,60.626047,2.301078,0.004334,3450,928.4
392,3211264,-56.9651,50.0,0.0000,1.0625,-0.005458,68.361296,2.300823,0.005083,3450,930.7
393,3219456,-51.3095,50.0,0.0000,0.8311,-0.004185,48.532871,2.298532,0.005739,3450,933.0
394,3227648,-51.2014,50.0,0.0000,0.8788,-0.006219,50.262529,2.291917,0.005605,3450,935.3
395,3235840,-50.3702,50.0,0.0000,0.8880,-0.003283,49.746702,2.282998,0.005343,3451,937.6
396,3244032,-51.1790,50.0,0.0000,0.8184,-0.003460,48.005585,2.273466,0.007213,3451,939.8
397,3252224,-53.5336,50.0,0.0100,0.8765,-0.004114,51.870970,2.261484,0.007151,3452,942.0
398,3260416,-54.0883,50.0,0.0000,0.9457,-0.004684,55.324105,2.251835,0.005660,3452,944.3
399,3268608,-52.4728,50.0,0.0000,0.9199,-0.005654,53.082030,2.245635,0.006529,3453,946.5
400,3276800,-50.4490,50.0,0.0000,0.8057,-0.004140,52.736082,2.238196,0.004848,3453,948.7
401,3284992,-51.6336,50.0,0.0000,0.9688,-0.004812,47.423004,2.222167,0.006078,3453,951.1
402,3293184,-56.4019,50.0,0.0100,0.9430,-0.005394,53.515279,2.209957,0.005032,3454,953.3
403,3301376,-50.9100,50.0,0.0000,0.8931,-0.003926,51.089277,2.202971,0.004982,3454,955.6
404,3309568,-49.9333,50.0,0.0000,0.8729,-0.002522,46.156749,2.196667,0.008343,3455,957.8
405,3317760,-52.5343,50.0,0.0300,0.8604,-0.004716,52.170297,2.193328,0.005980,3455,960.3
406,3325952,-54.1075,50.0,0.0000,0.9499,-0.005519,52.581034,2.187773,0.004499,3455,962.6
407,3334144,-49.9759,50.0,0.0100,0.8115,-0.004067,48.561452,2.172615,0.005044,3455,965.0
408,3342336,-46.4377,50.0,0.0000,0.8092,-0.005580,49.287499,2.163603,0.005871,3455,967.2
409,3350528,-49.0558,50.0,0.0100,0.8446,-0.004816,51.008433,2.155429,0.005021,3455,969.6
410,3358720,-53.5184,50.0,0.0100,0.8950,-0.002989,49.916594,2.149502,0.004958,3455,971.9
411,3366912,-51.1509,50.0,0.0000,0.9074,-0.003673,55.479658,2.145774,0.004915,3455,974.4
412,3375104,-57.3387,50.0,0.0000,0.9792,-0.003439,64.983396,2.146853,0.006693,3455,976.7
413,3383296,-52.0346,50.0,0.0000,0.8915,-0.004212,53.967345,2.140909,0.005348,3455,979.1
414,3391488,-56.4967,50.0,0.0000,0.9741,-0.003362,58.902937,2.124902,0.004947,3454,981.7
415,3399680,-49.3119,50.0,0.0100,0.8080,-0.004198,47.164886,2.106990,0.006711,3455,984.0
416,3407872,-52.8128,50.0,0.0000,0.8924,-0.003234,56.566416,2.093834,0.005598,3455,986.3
417,3416064,-46.2613,50.0,0.0000,0.7511,-0.003355,43.757771,2.082691,0.005579,3455,988.5
418,3424256,-50.2084,50.0,0.0000,0.9043,-0.005141,53.978523,2.073533,0.004524,3455,990.9
419,3432448,-52.3284,50.0,0.0100,0.9505,-0.003761,56.301458,2.063761,0.005168,3456,993.1
420,3440640,-52.5055,50.0,0.0000,0.8898,-0.005023,48.478137,2.059848,0.005406,3456,995.5
421,3448832,-49.2466,50.0,0.0300,0.8293,-0.005898,52.558465,2.047966,0.005079,3456,997.7
422,3457024,-53.3725,50.0,0.0100,0.9090,-0.003666,57.287234,2.038692,0.005450,3457,999.9
423,3465216,-46.1864,50.0,0.0000,0.7714,-0.005557,47.003773,2.033548,0.005514,3457,1002.1
424,3473408,-49.3284,50.0,0.0100,0.8411,-0.006313,51.537388,2.033690,0.005268,3458,1004.4
425,3481600,-53.7811,50.0,0.0100,0.9742,-0.005595,60.695476,2.036353,0.005131,3458,1006.6
426,3489792,-52.0126,50.0,0.0200,0.9082,-0.005222,57.187384,2.033318,0.005296,3459,1008.8
427,3497984,-52.8051,50.0,0.0000,0.9279,-0.002039,56.567516,2.032886,0.008434,3459,1011.1
428,3506176,-50.2016,50.0,0.0100,0.8460,-0.003983,48.191101,2.027240,0.004760,3459,1013.5
429,3514368,-51.5922,50.0,0.0000,0.9094,-0.005091,52.572708,2.026397,0.006059,3459,1015.8
430,3522560,-52.0425,50.0,0.0100,0.8633,-0.004361,50.292396,2.028026,0.005017,3459,1018.1
431,3530752,-51.3303,50.0,0.0000,0.8187,-0.003544,54.742548,2.023836,0.004995,3459,1020.5
432,3538944,-47.7534,50.0,0.0100,0.8167,-0.003732,52.871343,2.015847,0.006425,3459,1022.8
433,3547136,-49.3325,50.0,0.0000,0.8383,-0.004226,55.797005,2.009848,0.004035,3459,1025.2
434,3555328,-48.5039,50.0,0.0100,0.8121,-0.004279,52.396049,1.999622,0.004533,3460,1027.5
435,3563520,-44.4285,50.0,0.0000,0.7941,-0.005040,40.136797,1.989241,0.007743,3460,1029.8
436,3571712,-50.0421,50.0,0.0000,0.8777,-0.004703,47.194424,1.979972,0.005943,3460,1032.1
437,3579904,-44.3256,50.0,0.0100,0.7737,-0.006040,40.633116,1.974875,0.005515,3460,1034.4
438,3588096,-46.1441,50.0,0.0200,0.8424,-0.004641,48.112542,1.974016,0.006160,3460,1036.8
439,3596288,-47.9226,50.0,0.0300,0.7990,-0.002971,50.705155,1.965143,0.006773,3460,1039.2
440,3604480,-49.3295,50.0,0.0100,0.8469,-0.005627,44.789490,1.956978,0.005830,3460,1041.5
441,3612672,-48.2851,50.0,0.0000,0.8109,-0.004508,51.244754,1.951084,0.004271,3460,1043.8
442,3620864,-47.3170,50.0,0.0000,0.7824,-0.001610,45.346523,1.938249,0.008774,3461,1046.2
443,3629056,-45.6892,50.0,0.0000,0.7573,-0.005460,44.362320,1.915644,0.006479,3460,1048.6
444,3637248,-47.7750,50.0,0.0000,0.7867,-0.005485,42.311908,1.901815,0.007063,3461,1050.8
445,3645440,-52.0267,50.0,0.0000,0.9201,-0.003861,45.511553,1.890481,0.005098,3461,1053.1
446,3653632,-48.6733,50.0,0.0000,0.7738,-0.003538,43.129658,1.877594,0.006224,3461,1055.5
447,3661824,-47.4600,50.0,0.0100,0.7885,-0.004061,47.855812,1.869870,0.005310,3462,1057.6
448,3670016,-45.9708,50.0,0.0000,0.7842,-0.006100,37.466655,1.851711,0.005396,3462,1060.0
449,3678208,-47.3794,50.0,0.0200,0.7459,-0.003698,44.280239,1.837532,0.004426,3461,1062.5
450,3686400,-47.1844,50.0,0.0000,0.7779,-0.003532,47.517089,1.828330,0.005733,3461,1064.8
451,3694592,-46.4319,50.0,0.0000,0.7234,-0.003757,38.818054,1.817406,0.007368,3462,1067.1
452,3702784,-48.3332,50.0,0.0100,0.8172,-0.004800,42.552861,1.803824,0.005347,3461,1069.6
453,3710976,-50.6146,50.0,0.0100,0.8638,-0.003907,47.324734,1.776072,0.006568,3461,1072.1
454,3719168,-46.3342,50.0,0.0100,0.7444,-0.002416,44.515579,1.755957,0.006561,3461,1074.4
455,3727360,-47.0863,50.0,0.0000,0.7837,-0.001725,45.035825,1.750249,0.009621,3461,1076.8
456,3735552,-46.1917,50.0,0.0000,0.7564,-0.005656,45.715740,1.738476,0.005611,3461,1079.1
457,3743744,-45.3590,50.0,0.0000,0.7379,-0.005937,49.920743,1.734475,0.006282,3461,1081.4
458,3751936,-43.8982,50.0,0.0000,0.6671,-0.005416,41.280744,1.734893,0.005736,3462,1083.7
459,3760128,-47.2400,50.0,0.0200,0.8073,-0.006264,46.444634,1.723543,0.005580,3462,1086.1
460,3768320,-46.5816,50.0,0.0400,0.7419,-0.005905,40.804955,1.715625,0.006297,3462,1088.3
461,3776512,-48.2416,50.0,0.0000,0.8519,-0.004085,45.840331,1.710939,0.006786,3462,1090.7
462,3784704,-47.7148,50.0,0.0000,0.7351,-0.004355,39.690538,1.704152,0.008051,3462,1093.0
463,3792896,-47.0054,50.0,0.0200,0.8085,-0.002827,42.552850,1.699842,0.009296,3462,1095.3
464,3801088,-46.8226,50.0,0.0000,0.8029,-0.005242,46.478548,1.688135,0.005234,3463,1097.6
465,3809280,-45.9086,50.0,0.0000,0.8075,-0.005388,47.635271,1.676557,0.005839,3462,1100.0
466,3817472,-47.8326,50.0,0.0300,0.7568,-0.004567,44.550268,1.665469,0.007044,3462,1102.5
467,3825664,-49.3596,50.0,0.0000,0.8727,-0.003356,54.002087,1.661262,0.006860,3463,1104.7
468,3833856,-46.3716,50.0,0.0000,0.7541,-0.004026,44.362805,1.663792,0.005608,3463,1107.0
469,3842048,-46.4954,50.0,0.0100,0.7878,-0.003854,44.838426,1.661446,0.005741,3463,1109.4
470,3850240,-45.6085,50.0,0.0000,0.7351,-0.002920,37.645024,1.655941,0.007967,3463,1111.8
471,3858432,-46.6995,50.0,0.0100,0.7704,-0.005117,41.312644,1.655610,0.007820,3463,1114.1
472,3866624,-46.9761,50.0,0.0000,0.8412,-0.003651,40.200306,1.656087,0.006390,3463,1116.4
473,3874816,-48.1077,50.0,0.0100,0.8085,-0.003231,43.108096,1.652771,0.008220,3463,1118.7
474,3883008,-46.9080,50.0,0.0100,0.8286,-0.004263,44.732200,1.644763,0.006481,3463,1121.0
475,3891200,-43.1642,50.0,0.0100,0.7035,-0.004712,45.162127,1.641836,0.005406,3463,1123.4
476,3899392,-51.8563,50.0,0.0000,0.9473,-0.004264,44.430115,1.640641,0.006377,3463,1125.7
477,3907584,-47.6467,50.0,0.0100,0.8014,-0.003502,38.150501,1.631902,0.005411,3463,1128.1
478,3915776,-44.0007,50.0,0.0200,0.6500,-0.004098,42.604374,1.615980,0.005079,3464,1130.3
479,3923968,-50.3149,50.0,0.0000,0.8590,-0.003826,43.660762,1.600594,0.007339,3464,1132.7
480,3932160,-49.0536,50.0,0.0000,0.8518,-0.004738,48.695361,1.590080,0.006187,3464,1135.0
481,3940352,-46.8528,50.0,0.0100,0.7504,-0.004963,45.730675,1.580792,0.004752,3464,1137.3
482,3948544,-49.8840,50.0,0.0000,0.7389,-0.004894,47.829859,1.567795,0.006293,3464,1139.6
483,3956736,-48.5126,50.0,0.0100,0.8118,-0.003094,54.164788,1.554891,0.010287,3465,1141.8
484,3964928,-44.6920,50.0,0.0000,0.7744,-0.005921,42.955126,1.551656,0.006864,3465,1144.2
485,3973120,-45.7067,50.0,0.0100,0.7089,-0.003965,42.275513,1.554155,0.006648,3465,1146.6
486,3981312,-45.8341,50.0,0.0000,0.7516,-0.005701,37.730194,1.546758,0.005931,3465,1148.9
487,3989504,-43.6526,50.0,0.0000,0.7702,-0.005323,42.104242,1.534594,0.005583,3465,1151.2
488,3997696,-46.5449,50.0,0.0200,0.7862,-0.005019,46.468800,1.525893,0.006408,3465,1153.6
489,4005888,-46.0033,50.0,0.0100,0.7634,-0.005212,43.479220,1.518503,0.006936,3465,1155.8
490,4014080,-48.2548,50.0,0.0200,0.8067,-0.005895,53.423400,1.516495,0.007533,3465,1158.2
491,4022272,-41.6616,50.0,0.0000,0.6709,-0.006225,38.793344,1.512235,0.006483,3465,1160.6
492,4030464,-46.3937,50.0,0.0000,0.8084,-0.005152,43.683564,1.507476,0.005540,3465,1163.1
493,4038656,-47.8952,50.0,0.0000,0.7459,-0.001915,38.331551,1.501923,0.011048,3464,1165.7
494,4046848,-48.1756,50.0,0.0000,0.8182,-0.002485,42.103731,1.487862,0.009450,3464,1168.2
495,4055040,-48.3754,50.0,0.0000,0.7055,-0.004779,42.843025,1.474182,0.007234,3464,1170.6
496,4063232,-47.8343,50.0,0.0000,0.7925,-0.006114,44.256906,1.472298,0.005053,3463,1173.1
497,4071424,-45.3473,50.0,0.0000,0.7787,-0.006003,42.405172,1.463029,0.006178,3462,1175.7
498,4079616,-46.6447,50.0,0.0300,0.7563,-0.005249,44.885473,1.441498,0.008072,3462,1178.2
499,4087808,-48.0190,50.0,0.0000,0.8017,-0.004941,47.989745,1.425475,0.007608,3462,1180.5
500,4096000,-45.7248,50.0,0.0000,0.7759,-0.003720,47.572895,1.418307,0.005577,3462,1182.8
501,4104192,-47.4683,50.0,0.0100,0.7404,-0.004097,45.084712,1.415655,0.005812,3462,1185.2
502,4112384,-45.2341,50.0,0.0000,0.7414,-0.004565,40.376866,1.409495,0.006109,3463,1187.5
503,4120576,-45.7798,50.0,0.0100,0.6803,-0.005407,39.157990,1.402654,0.007094,3463,1189.7
504,4128768,-44.9349,50.0,0.0000,0.6981,-0.002310,37.496445,1.386985,0.010029,3463,1192.0
505,4136960,-44.6753,50.0,0.0000,0.7514,-0.002935,44.300097,1.372696,0.007520,3463,1194.4
506,4145152,-44.1757,50.0,0.0000,0.6921,-0.005585,39.868276,1.370374,0.005530,3463,1196.8
507,4153344,-43.8199,50.0,0.0000,0.6978,-0.005776,37.073007,1.359548,0.005727,3463,1199.1
