#{"t_start": 1774403918.35652, "env_id": "None"}
r,l,t
-19.0,100,500.943703
-15.0,100,501.559407
-16.0,100,502.180835
-14.0,100,502.776002
-15.0,100,503.404817
-34.0,100,504.04267
-17.0,100,504.692592
-24.0,100,505.294526
-15.0,100,505.888483
-15.0,100,506.505823
-19.0,100,507.139649
-20.0,100,507.737831
-22.0,100,508.331373
-15.0,100,509.109941
-16.0,100,509.937348
-28.0,100,510.6916
-19.0,100,511.548039
-30.0,100,512.152312
-20.0,100,512.781374
-21.0,100,513.384375
-18.0,100,513.987227
-18.0,100,514.577548
-19.0,100,515.168576
-9.0,100,515.766874
-15.0,100,516.402974
-11.0,100,517.006389
-21.0,100,517.660676
-25.0,100,518.317428
-11.0,100,518.902846
-12.0,100,519.496939
-11.0,100,520.131599
-13.0,100,520.733787
-14.0,100,521.502513
-13.0,100,522.23787
-16.0,100,522.929167
-17.0,100,523.671591
-13.0,100,524.412
-17.0,100,525.081251
-12.0,100,525.82465
-13.0,100,526.436766
-20.0,100,527.038342
-19.0,100,527.661466
-20.0,100,528.28234
-28.0,100,528.88823
-9.0,100,529.61983
-36.0,100,530.392419
-14.0,100,531.025598
-17.0,100,532.915188
-18.0,100,533.509204
-21.0,100,534.131315
-17.0,100,534.776573
-18.0,100,535.372446
-15.0,100,535.978884
-22.0,100,536.574881
-40.0,100,537.209808
-21.0,100,537.993938
-33.0,100,538.631687
-18.0,100,539.255792
-16.0,100,539.888463
-22.0,100,540.520483
-22.0,100,541.117759
-22.0,100,541.746395
-32.0,100,542.366359
-12.0,100,543.00143
-10.0,100,543.605823
-11.0,100,544.201494
-16.0,100,544.801854
-17.0,100,545.40051
-19.0,100,546.002454
-30.0,100,546.592965
-20.0,100,547.21077
-17.0,100,547.839037
-18.0,100,548.442094
-16.0,100,549.09397
-14.0,100,549.846972
-18.0,100,550.581546
-15.0,100,551.325581
-16.0,100,551.991435
-24.0,100,552.696485
-17.0,100,553.329765
-13.0,100,554.093986
-11.0,100,554.746555
-18.0,100,555.355399
-17.0,100,555.954222
-15.0,100,556.539743
-13.0,100,557.153393
-21.0,100,557.835149
-23.0,100,558.517295
-16.0,100,559.181866
-20.0,100,559.955126
-15.0,100,560.596695
-18.0,100,561.377684
-21.0,100,562.078859
-18.0,100,562.711672
-14.0,100,563.313227
-17.0,100,563.937754
-14.0,100,564.716032
-19.0,100,566.840748
-24.0,100,567.464474
-15.0,100,568.080987
-17.0,100,568.669192
-15.0,100,569.290145
-12.0,100,569.922187
-12.0,100,570.543894
-11.0,100,571.140987
-26.0,100,571.762082
-19.0,100,572.391677
-30.0,100,572.988175
-19.0,100,573.577389
-19.0,100,574.171157
-19.0,100,574.772181
-25.0,100,575.376357
-14.0,100,575.961074
-12.0,100,576.553636
-11.0,100,577.181541
-34.0,100,577.795957
-13.0,100,578.383856
-11.0,100,578.993109
-14.0,100,579.603288
-14.0,100,580.206745
-11.0,100,580.863838
-16.0,100,581.498903
-19.0,100,582.134593
-27.0,100,582.845256
-20.0,100,583.434231
-11.0,100,584.077089
-17.0,100,584.703641
-14.0,100,585.330714
-19.0,100,586.033653
-24.0,100,586.707748
-18.0,100,587.322696
-18.0,100,588.004821
-17.0,100,588.786928
-15.0,100,589.456757
-21.0,100,590.264215
-25.0,100,590.954109
-18.0,100,591.693155
-17.0,100,592.615517
-24.0,100,593.37725
-25.0,100,593.987276
-17.0,100,594.664351
-17.0,100,595.310877
-25.0,100,595.975022
-23.0,100,596.58173
-15.0,100,597.445014
-11.0,100,598.103387
-29.0,100,598.781384
-17.0,100,600.765741
-20.0,100,601.524167
-20.0,100,602.259878
-12.0,100,603.032075
-19.0,100,603.658396
-13.0,100,604.278152
-22.0,100,604.942366
-22.0,100,605.654654
-16.0,100,606.366976
-16.0,100,607.048562
-10.0,100,607.742994
-16.0,100,608.532879
-15.0,100,609.169768
-14.0,100,609.78977
-22.0,100,610.428621
-13.0,100,611.049331
-15.0,100,611.822606
-21.0,100,612.451193
-11.0,100,613.079976
-23.0,100,613.695115
-22.0,100,614.418719
-17.0,100,615.142701
-15.0,100,615.878455
-16.0,100,616.547412
-9.0,100,617.153563
-16.0,100,617.866472
-9.0,100,618.508326
-32.0,100,619.127372
-19.0,100,619.722861
-19.0,100,620.31222
-11.0,100,620.91238
-19.0,100,621.52581
-24.0,100,622.179
-18.0,100,622.796742
-19.0,100,623.510027
-12.0,100,624.175119
-24.0,100,624.781529
-21.0,100,625.405024
-20.0,100,626.198692
-23.0,100,626.830421
-19.0,100,627.408853
-26.0,100,628.119769
-19.0,100,629.290326
-12.0,100,629.892838
-23.0,100,630.489457
-16.0,100,631.202916
-19.0,100,631.878729
-21.0,100,632.484568
-17.0,100,633.084556
-15.0,100,633.731224
-22.0,100,635.620552
-29.0,100,636.198716
-24.0,100,636.779688
-10.0,100,637.351122
-15.0,100,637.92471
-37.0,100,638.501249
-10.0,100,639.099093
-10.0,100,639.710495
-18.0,100,640.423383
-23.0,100,641.000714
-15.0,100,641.581676
-10.0,100,642.148852
-17.0,100,642.720894
-21.0,100,643.301218
-18.0,100,643.878562
-17.0,100,644.456336
-17.0,100,645.042925
-9.0,100,645.636757
-15.0,100,646.209081
-20.0,100,646.774579
-25.0,100,647.349384
-20.0,100,647.930499
-23.0,100,648.526662
-17.0,100,649.103111
-32.0,100,649.70258
-24.0,100,650.280796
-12.0,100,650.862011
-13.0,100,651.47008
-22.0,100,652.051695
-19.0,100,652.647586
-21.0,100,653.224558
-25.0,100,653.788695
-12.0,100,654.37451
-15.0,100,655.016039
-18.0,100,655.597971
-14.0,100,656.172565
-18.0,100,656.973238
-14.0,100,657.783481
-11.0,100,658.392187
-36.0,100,659.010962
-26.0,100,659.697461
-18.0,100,660.300412
-17.0,100,661.235667
-25.0,100,661.837114
-18.0,100,662.420516
-20.0,100,663.043135
-13.0,100,663.721332
-21.0,100,664.533014
-14.0,100,665.231709
-18.0,100,665.861809
-12.0,100,668.098276
-19.0,100,668.680294
-12.0,100,669.24772
-14.0,100,669.835008
-19.0,100,670.631711
-12.0,100,671.238205
-18.0,100,671.929128
-21.0,100,672.64178
-19.0,100,673.20897
-13.0,100,673.771019
-32.0,100,674.33578
-6.0,100,674.915996
-31.0,100,675.491959
-21.0,100,676.095357
-24.0,100,676.672648
-17.0,100,677.244683
-13.0,100,677.810148
-14.0,100,678.365731
-19.0,100,678.940813
-24.0,100,679.515566
-9.0,100,680.092809
-9.0,100,680.664238
-20.0,100,681.234787
-12.0,100,681.812137
-15.0,100,682.392088
-27.0,100,682.951711
-12.0,100,683.520056
-11.0,100,684.094771
-18.0,100,684.664016
-17.0,100,685.22816
-17.0,100,685.829299
-25.0,100,686.430496
-20.0,100,687.054009
-20.0,100,687.631771
-21.0,100,688.215757
-16.0,100,688.783762
-18.0,100,689.35319
-18.0,100,689.923302
-21.0,100,690.511315
-18.0,100,691.088242
-28.0,100,691.672547
-22.0,100,692.340432
-19.0,100,692.962319
-37.0,100,693.528974
-20.0,100,694.103736
-20.0,100,694.673371
-15.0,100,695.249777
-21.0,100,695.828491
-21.0,100,696.402206
-15.0,100,696.991092
-8.0,100,698.84099
-20.0,100,699.409117
-21.0,100,699.975415
-14.0,100,700.542425
-17.0,100,701.107882
-13.0,100,701.675983
-23.0,100,702.24967
-29.0,100,702.813154
-22.0,100,703.386428
-21.0,100,703.963742
-22.0,100,704.531268
-20.0,100,705.097175
-19.0,100,705.668111
-16.0,100,706.239931
-11.0,100,706.815872
-18.0,100,707.385241
-16.0,100,707.952837
-15.0,100,708.52532
-23.0,100,709.094655
-12.0,100,709.712019
-20.0,100,710.557242
-23.0,100,711.213973
-12.0,100,711.826116
-16.0,100,712.399707
-17.0,100,713.023539
-11.0,100,713.638612
-9.0,100,714.238139
-20.0,100,714.830177
-13.0,100,715.456238
-18.0,100,716.139143
-20.0,100,716.758199
-9.0,100,717.332907
-15.0,100,717.907796
-13.0,100,718.481645
-19.0,100,719.051523
-17.0,100,719.616697
-14.0,100,720.1931
-27.0,100,720.77076
-13.0,100,721.343477
-17.0,100,721.914206
-24.0,100,722.486179
-19.0,100,723.128302
-15.0,100,723.700457
-17.0,100,724.265674
-26.0,100,724.833744
-22.0,100,725.407911
-16.0,100,725.989797
-22.0,100,726.569374
-15.0,100,727.178335
-26.0,100,727.806897
-15.0,100,729.710294
-13.0,100,730.308137
-18.0,100,730.914513
-26.0,100,731.515206
-17.0,100,732.14614
-15.0,100,732.72956
