iteration,global_step,mean_return,mean_length,success_rate,mean_distance,policy_loss,value_loss,entropy,approx_kl,sps,elapsed
200,819200,-34.6507,50.0,0.0100,0.4267,-0.013404,10.305268,0.041565,0.013116,3107,263.6
201,823296,-34.3522,50.0,0.0100,0.4098,-0.014615,10.086092,0.019948,0.016181,3108,264.9
202,827392,-34.4298,50.0,0.0300,0.3935,-0.011990,8.355791,0.003857,0.015808,3108,266.1
203,831488,-33.9718,50.0,0.0300,0.4231,-0.012697,8.336370,-0.012756,0.013506,3109,267.4
204,835584,-33.3410,50.0,0.0100,0.3964,-0.012330,6.120896,-0.041989,0.014380,3109,268.7
205,839680,-31.5343,50.0,0.0200,0.3887,-0.013045,6.990784,-0.067552,0.014969,3110,270.0
206,843776,-31.0371,50.0,0.0300,0.3939,-0.014578,6.926895,-0.098326,0.015009,3109,271.3
207,847872,-33.1945,50.0,0.0400,0.3887,-0.011791,7.735393,-0.128022,0.012374,3110,272.6
208,851968,-33.3138,50.0,0.0200,0.3845,-0.013293,8.408402,-0.143027,0.013453,3110,273.9
209,856064,-33.2096,50.0,0.0100,0.4559,-0.012276,8.399587,-0.144372,0.013208,3111,275.1
210,860160,-32.2015,50.0,0.0000,0.4154,-0.014375,6.845945,-0.161196,0.014001,3111,276.4
211,864256,-34.7960,50.0,0.0100,0.4146,-0.011644,6.449013,-0.186446,0.011624,3112,277.7
212,868352,-33.2613,50.0,0.0200,0.3718,-0.012537,6.586391,-0.209703,0.013570,3112,279.0
213,872448,-32.1831,50.0,0.0100,0.3993,-0.014972,7.934760,-0.219784,0.015778,3112,280.3
214,876544,-33.0703,50.0,0.0100,0.3905,-0.014246,8.114906,-0.218041,0.012479,3112,281.6
215,880640,-33.7025,50.0,0.0200,0.4254,-0.014232,11.716737,-0.222788,0.011301,3112,283.0
216,884736,-33.6152,50.0,0.0100,0.4737,-0.013394,8.904771,-0.237298,0.010344,3112,284.3
217,888832,-32.6514,50.0,0.0300,0.3984,-0.012964,8.411383,-0.242329,0.011395,3112,285.6
218,892928,-30.5287,50.0,0.0100,0.3839,-0.010997,5.614864,-0.254983,0.010786,3111,287.0
219,897024,-34.3318,50.0,0.0200,0.4120,-0.011841,7.195746,-0.280017,0.009618,3111,288.3
220,901120,-35.4006,50.0,0.0300,0.3908,-0.014246,10.993854,-0.287595,0.009500,3112,289.5
221,905216,-31.9680,50.0,0.0200,0.3818,-0.013292,5.102779,-0.295438,0.010872,3112,290.8
222,909312,-34.6770,50.0,0.0300,0.3983,-0.012648,8.252843,-0.302003,0.010852,3113,292.1
223,913408,-32.6144,50.0,0.0400,0.3846,-0.012292,6.313013,-0.312192,0.009380,3113,293.4
224,917504,-31.4357,50.0,0.0200,0.3745,-0.015884,7.563292,-0.319829,0.009881,3113,294.7
225,921600,-33.5497,50.0,0.0300,0.4013,-0.012712,6.960289,-0.330566,0.008627,3113,296.0
226,925696,-32.2604,50.0,0.0200,0.3818,-0.014548,6.235787,-0.341010,0.010448,3114,297.3
227,929792,-32.9737,50.0,0.0400,0.3595,-0.013269,8.699538,-0.347696,0.008009,3114,298.6
228,933888,-31.5212,50.0,0.0500,0.3489,-0.012128,5.069863,-0.359291,0.008224,3114,299.8
229,937984,-30.3979,50.0,0.0500,0.3704,-0.011375,5.677148,-0.372012,0.008233,3115,301.1
230,942080,-30.7478,50.0,0.0200,0.3689,-0.013145,6.411311,-0.386237,0.007492,3115,302.4
231,946176,-31.2265,50.0,0.0200,0.3684,-0.011633,5.622911,-0.398689,0.007815,3115,303.7
232,950272,-33.9238,50.0,0.0300,0.3628,-0.011752,5.612148,-0.410723,0.007468,3115,305.0
233,954368,-35.1788,50.0,0.0400,0.4159,-0.009528,9.072547,-0.419249,0.006507,3116,306.3
234,958464,-34.0073,50.0,0.0100,0.3851,-0.011806,8.660575,-0.424007,0.008000,3115,307.7
235,962560,-32.8573,50.0,0.0100,0.3704,-0.011303,7.868345,-0.427970,0.006264,3113,309.1
236,966656,-29.6723,50.0,0.0200,0.3348,-0.008932,4.570384,-0.432690,0.005056,3113,310.4
237,970752,-31.5701,50.0,0.0200,0.3781,-0.010824,6.268952,-0.438456,0.006389,3114,311.7
238,974848,-33.1541,50.0,0.0300,0.4050,-0.011540,8.140778,-0.441957,0.005618,3114,313.0
239,978944,-33.2957,50.0,0.0200,0.3927,-0.010110,5.679613,-0.450346,0.004385,3114,314.3
240,983040,-30.0474,50.0,0.0100,0.3678,-0.007181,6.298889,-0.455660,0.004471,3115,315.6
241,987136,-32.3181,50.0,0.0100,0.3950,-0.006175,10.379055,-0.457308,0.003263,3115,316.8
242,991232,-33.6659,50.0,0.0300,0.3992,-0.007423,7.655382,-0.459844,0.003215,3115,318.1
243,995328,-32.8926,50.0,0.0200,0.3969,-0.006400,9.924523,-0.462135,0.002722,3115,319.5
244,999424,-32.8181,50.0,0.0300,0.3849,-0.003954,10.467259,-0.462590,0.001497,3115,320.8
